rank,id,title,url,user_id,stocks_delta_7d,current_stocks_count,previous_stocks_count,likes_delta_7d,current_likes_count,previous_likes_count,comments_count,page_views_count,created_at,tags,is_new_in_period
1,d526fb7cdbe35a3f9384,Claude Code／Codexに中～大規模開発を任せるためのタスク管理,https://qiita.com/Y-Y-dev/items/d526fb7cdbe35a3f9384,Y-Y-dev,103,248,145,96,219,123,1,,2026-08-02T08:38:39+09:00,"Claude,codex",false
2,b4a874f0bbf91d378097,自分のHTML資産を増やすと、AIで見た目の良いサイトを作りやすくなる,https://qiita.com/uni928/items/b4a874f0bbf91d378097,uni928,28,28,0,40,40,0,0,,2026-08-07T12:45:45+09:00,"HTML,JavaScript,ChatGPT,AI,Claude",false
3,573178ed3b8a6a22ebb1,【便利】 Claude Codeの覚えておきたいスラッシュコマンドまとめ,https://qiita.com/tamashiro_nobuyuki/items/573178ed3b8a6a22ebb1,tamashiro_nobuyuki,27,36,9,20,29,9,0,,2026-08-06T11:00:03+09:00,"ClaudeCode,AI,開発効率化",false
4,7aa06b6982dfd1730af0,Claude Codeに「違反できないコード」を書かせる：ガイドとセンサーの設計,https://qiita.com/shun123/items/7aa06b6982dfd1730af0,shun123,23,23,0,20,20,0,0,,2026-08-11T13:34:02+09:00,"ClaudeCode,TypeScript,オニオンアーキテクチャ,AI駆動開発,Hono",true
5,e54c70c90c6aa84d0f66,CLAUDE.md 設計パターン集──プロジェクト規模別に使い分ける7つのテンプレート,https://qiita.com/hikariclaude01/items/e54c70c90c6aa84d0f66,hikariclaude01,19,285,266,16,238,222,0,,2026-07-20T10:01:57+09:00,"ClaudeCode,AI,開発環境,プロンプトエンジニアリング,開発効率化",false
6,224f55bc85b813930f61,ずぼらAI駆動開発、爆誕,https://qiita.com/nobu34/items/224f55bc85b813930f61,nobu34,14,49,35,16,65,49,3,,2026-08-05T09:22:29+09:00,"AI,ClaudeCode,AI駆動開発,tips,ポエム",false
7,e5c56a2f7b976cfc17ea,エラーレスポンス設計の現在地2026,https://qiita.com/tatsuya582/items/e5c56a2f7b976cfc17ea,tatsuya582,13,13,0,25,25,0,0,,2026-08-14T13:36:16+09:00,"WebAPI,HTTP,API,ClaudeCode,設計",true
8,46e675f6ced44dcd10ad,トークン浪費と性能低下を防ぐ、Claude Code の自動引き継ぎ hook を作った,https://qiita.com/tomada/items/46e675f6ced44dcd10ad,tomada,10,10,0,6,7,1,0,,2026-08-08T05:46:14+09:00,"ClaudeCode,Claude,hooks,AIエージェント,生成AI",false
9,82ebbf176a12965a8e16,整えるな。とにかくたくさん吐き出せ。~AIとの「1ターン」を大きく前進させる仮説~,https://qiita.com/sh-fukaya/items/82ebbf176a12965a8e16,sh-fukaya,9,9,0,12,12,0,0,,2026-08-13T18:07:36+09:00,"Human_In_The_Loop,HumanInTheLoop,HITL,AI活用,Claude",true
10,0bfbaffce6fae70be17f,『Claude Code実践入門』を発売日に一気読みしたので感想をつらつらと,https://qiita.com/tomada/items/0bfbaffce6fae70be17f,tomada,7,7,0,11,11,0,0,,2026-08-15T08:00:36+09:00,"ClaudeCode,Claude,生成AI,AIエージェント,書評",true
11,5c80ad6e04513b361bbe,【Godot 4.x】2D脱出ゲームを作ってみる⑫〜左右移動・ギミック２点・アイテム合成・パーティクルを実装する〜,https://qiita.com/OnuuuumaX/items/5c80ad6e04513b361bbe,OnuuuumaX,7,7,0,4,4,0,0,,2026-08-11T00:12:22+09:00,"ゲーム制作,ゲーム開発,Godot,MCP,ClaudeCode",true
12,6459627a4029eb5cbee7,(ずんだもん通知くん)Claude Codeにずんだもんの声をつけた話,https://qiita.com/yama3133/items/6459627a4029eb5cbee7,yama3133,6,6,0,10,10,0,0,,2026-08-13T17:51:01+09:00,"ClaudeCode,VOICEVOX,サブエージェント",true
13,fe70e2936542c1bde001,Claude CodeのCLAUDE.md書き方リファレンス,https://qiita.com/tamashiro_nobuyuki/items/fe70e2936542c1bde001,tamashiro_nobuyuki,6,6,0,6,6,0,0,,2026-08-13T09:06:28+09:00,"ClaudeCode,AI,開発効率化",true
14,40689313c2192200c20a,【備忘録】WBSをきれいに作るより、「事実」と「見せ方」を分けたほうが楽なのかもしれない,https://qiita.com/Tadataka_Takahashi/items/40689313c2192200c20a,Tadataka_Takahashi,6,6,0,5,5,0,0,,2026-08-11T22:30:24+09:00,"WBS,プロジェクト管理,生成AI,MCP,備忘録",true
15,c72674d302c717b70057,ベクトルDBを使わないGraphRAG「Graphify」の中身を一次情報で読む,https://qiita.com/ryoji9702/items/c72674d302c717b70057,ryoji9702,6,6,0,3,3,0,0,,2026-08-07T22:02:20+09:00,"AI,rag,ClaudeCode",false
16,acb76b46b710348c60cd,原本は1つ、ビューは毎回作り直す。AIをアシスタントにした軽量タスク運用,https://qiita.com/gmo-co-kitaura/items/acb76b46b710348c60cd,gmo-co-kitaura,5,5,0,9,9,0,0,,2026-08-14T18:11:15+09:00,"Claude,ClaudeDesktop,タスク管理,業務効率化,生成AI",true
17,8049684e8d746a81af3b,TypeScriptをシングルバイナリ実行ファイルにする。ついでにMCPサーバーもシングルバイナリー化,https://qiita.com/moritalous/items/8049684e8d746a81af3b,moritalous,5,5,0,9,9,0,0,,2026-08-12T23:06:40+09:00,"Bun,Deno,TypeScript,MCP",true
18,7002fe2f2645bf41b06f,herdrのセットアップ&使い方,https://qiita.com/uhooi/items/7002fe2f2645bf41b06f,uhooi,4,4,0,2,2,0,0,,2026-08-15T00:52:25+09:00,"Terminal,tmux,CLI,AI,ClaudeCode",true
19,cea574550613de33a114,CLAUDE.md は21セクションか、8行か — 公式ドキュメントで決着をつけた,https://qiita.com/jqit_suwa/items/cea574550613de33a114,jqit_suwa,3,71,68,3,64,61,0,,2026-07-30T09:47:06+09:00,"Claude,ClaudeCode,Anthropic,AI,プロンプトエンジニアリング",false
20,11358e8e8966d5e48a09,AIエージェントがあれば技術書なんてすぐ書けるでしょ、と思ったが無理だった,https://qiita.com/watany/items/11358e8e8966d5e48a09,watany,3,63,60,5,106,101,2,,2026-07-25T15:46:06+09:00,"AI,生成AI,LLM,ClaudeCode,執筆",false
21,322286d2f1c16eca7459,受託PM10年の自分が『人月の死』を肌で感じでしまった話,https://qiita.com/enomoso_pm/items/322286d2f1c16eca7459,enomoso_pm,3,30,27,5,41,36,1,,2026-07-19T06:35:34+09:00,"生成AI,AIエージェント,プロジェクトマネジメント,AI駆動開発,ClaudeCode",false
22,a23a914f9375686eaed8,ChatGPTに長いコードを渡す前に圧縮する「TokenTrim」を作りました,https://qiita.com/uni928/items/a23a914f9375686eaed8,uni928,3,4,1,4,5,1,2,,2026-08-07T09:49:28+09:00,"HTML,JavaScript,ChatGPT,AI,Claude",false
23,94431fc27776443170e7,Claude CodeからAgentCore GatewayへのSSO接続を作り直すついでにOAuthのクライアント登録を学ぶ,https://qiita.com/har1101/items/94431fc27776443170e7,har1101,3,3,0,5,5,0,0,,2026-08-14T10:03:57+09:00,"ClaudeCode,AgentCore,OAuth,AWS,MCP",true
24,763da273a5dc61112aee,Claude のSKILLを育ているつもりが気がつくと何故か効きが悪くなっている罠,https://qiita.com/sh-fukaya/items/763da273a5dc61112aee,sh-fukaya,3,3,0,4,4,0,0,,2026-08-10T12:31:24+09:00,"Claude,ClaudeCode,SKILLS,SKILL,AI活用",true
25,5be46b01e4d60a7f059c,二十年、同じ番号を探していた ── コメント欄で教わって、その日のうちに実証した話,https://qiita.com/shu15511551/items/5be46b01e4d60a7f059c,shu15511551,3,3,0,3,3,0,5,,2026-08-10T05:05:36+09:00,"ExcelVBA,ClaudeCode,AI,VBA,生産性向上",true
26,5e7f4358d808b43dc871,AI エージェント × セルフホステッドランナーの落とし穴,https://qiita.com/ryoji9702/items/5e7f4358d808b43dc871,ryoji9702,3,3,0,2,2,0,0,,2026-08-13T23:03:18+09:00,"GitHubActions,ClaudeCode,AIエージェント",true
27,be384cf99c61fbb6b643,Claude Codeのカスタムスラッシュコマンド完全ガイド ― .claude/commands/でチーム専用ワークフローを型化する,https://qiita.com/hikariclaude01/items/be384cf99c61fbb6b643,hikariclaude01,3,3,0,2,2,0,0,,2026-08-12T10:01:50+09:00,"ClaudeCode,開発効率化,AI,チーム開発,生成AI",true
28,be5fdf8043de545969d9,Claude Skillsを自作して、AWS構成図を運用も見据えて作成してみる - ClaudeCode+Skills→draw.io+仕様書Markdown,https://qiita.com/ljourm/items/be5fdf8043de545969d9,ljourm,3,3,0,1,1,0,0,,2026-08-09T01:00:54+09:00,"AWS,ClaudeCode,Claude,Draw.io",false
29,dba42937525d9c77ecaa,「議事録地獄」をAIエージェントに任せてみた 〜Noumiで会議記録の作成・承認フローを見直す〜,https://qiita.com/limeiduo0/items/dba42937525d9c77ecaa,limeiduo0,3,3,0,0,0,0,0,,2026-08-11T17:58:51+09:00,"AI,ChatGPT,ClaudeCode,Python,生成AI",true
30,438336db3684cf662321,Claude Code「/config」設定の教科書 ― 全42項目を1つずつ解説＋おすすめ設定（v2.1.220対応）,https://qiita.com/f_uto/items/438336db3684cf662321,f_uto,2,103,101,3,73,70,0,,2026-07-27T22:21:33+09:00,"ClaudeCode,Config,Claude",false
31,e1583af614a573e4b245,【前編】AI駆動開発、用語で挫折していませんか？ ——歴史をたどれば「Skills」も「Hooks」も一本の線でつながる,https://qiita.com/shou-dev19/items/e1583af614a573e4b245,shou-dev19,2,19,17,5,23,18,0,,2026-08-03T20:36:34+09:00,"ClaudeCode,AI駆動開発,生成AI,LLM,初心者",false
32,5a3c6420cb0b2fa0e823,AI時代のドキュメント駆動開発のすすめ,https://qiita.com/Asahi_tech_dev/items/5a3c6420cb0b2fa0e823,Asahi_tech_dev,2,18,16,2,19,17,0,,2026-07-18T11:44:30+09:00,"ClaudeCode,codex,AI,AIエージェント",false
33,098d3978614eace9a5d4,発音記号5.8万行を監査したら、cmudictもWiktionaryもLLMも当てにならなかった話,https://qiita.com/ynishi2014/items/098d3978614eace9a5d4,ynishi2014,2,2,0,5,5,0,0,,2026-08-11T21:57:12+09:00,"LLM,生成AI,Claude,音声合成,自然言語処理",true
34,99c2cee0f91ecf3fb32b,個人開発でフリーランス向けの「契約書AI要点整理Webツール」を作ってみた,https://qiita.com/Tooru41/items/99c2cee0f91ecf3fb32b,Tooru41,2,2,0,2,2,0,0,,2026-08-10T14:30:55+09:00,"個人開発,LLM,AI活用,Claude,Webアプリケーション",true
35,313a78b5c9d4aa4ecb67,VSCodeのClaude拡張が起動のたびに落ちる。履歴もメモリも捨てずに直した話,https://qiita.com/ntaka329/items/313a78b5c9d4aa4ecb67,ntaka329,2,2,0,2,2,0,0,,2026-08-14T12:00:54+09:00,"ClaudeCode,VSCode,生成AI,トラブルシューティング,AIエージェント",true
36,2dc21e12b82b08deff0d,Claude CodeにCONTEXT.mdとSPEC.mdとADRを書かせると、途中で破綻しなくなる,https://qiita.com/reona777/items/2dc21e12b82b08deff0d,reona777,2,2,0,2,2,0,0,,2026-08-13T17:10:50+09:00,"ClaudeCode,設計,ドキュメント,個人開発,AI",true
37,c7f4354bbec1fd9da01c,OKF v0.2対応でstatusが衝突した。docsweepで文書状態と作業状態を分けた,https://qiita.com/ishizakahiroshi/items/c7f4354bbec1fd9da01c,ishizakahiroshi,2,2,0,2,2,0,0,,2026-08-13T11:04:44+09:00,"Python,Markdown,AI,ClaudeCode,CodexCLI",true
38,b8e54e2c6a860df8808f,Claude certification 全冠,https://qiita.com/alphajinsei/items/b8e54e2c6a860df8808f,alphajinsei,2,2,0,1,1,0,1,,2026-08-12T04:42:50+09:00,"Claude,ClaudeCode,CCAR-F,Anthropic,CCAR-P",true
39,96ea68957611cd5c3024,CLAUDE.md設計パターン集 ― プロジェクト規模別に使い分ける7つのテンプレート,https://qiita.com/hikariclaude01/items/96ea68957611cd5c3024,hikariclaude01,2,2,0,1,1,0,0,,2026-08-10T10:02:24+09:00,"ClaudeCode,AI,開発効率化,設計,生成AI",true
40,f4a386060ffcc4307f05,Next.js + Cloudflareで「サボる」ためのWebツール集を個人開発した,https://qiita.com/ikuosaito1989/items/f4a386060ffcc4307f05,ikuosaito1989,2,2,0,1,1,0,0,,2026-08-07T22:44:38+09:00,"cloudflare,ClaudeCode,codex,Next.js",false
41,e9ee8e26cfdc40a8c2f9,マルチエージェントに関する論文を40本再実装してみて分かったこと,https://qiita.com/Koukyosyumei/items/e9ee8e26cfdc40a8c2f9,Koukyosyumei,1,129,128,1,167,166,0,,2026-07-17T07:54:35+09:00,"codex,ChatGPT,AIエージェント,マルチエージェント,ClaudeCode",false
42,9cf96baae4b01bbeb6d6,非エンジニアが気楽に始める仕様駆動開発,https://qiita.com/ynmc0214/items/9cf96baae4b01bbeb6d6,ynmc0214,1,34,33,1,37,36,2,,2026-07-25T15:31:37+09:00,"仕様駆動開発,ClaudeCode,非エンジニア,個人開発,入門",false
43,602e632ed24243cbb97c,実験！Claude Code各モデルの消費トークン比較してみた！,https://qiita.com/tamashiro_nobuyuki/items/602e632ed24243cbb97c,tamashiro_nobuyuki,1,12,11,1,14,13,0,,2026-07-23T12:55:37+09:00,ClaudeCode,false
44,c75b139044362e18fa68,Google公式の Cloud Run MCP で、Claude Code にデプロイさせてみた,https://qiita.com/TaichiYamasaki/items/c75b139044362e18fa68,TaichiYamasaki,1,11,10,1,10,9,0,,2026-08-06T21:41:23+09:00,"AI,GoogleCloud,MCP,Claude,ClaudeCode",false
45,7db66f5a5aa306c68eb8,Claude Code の仕組み — ハーネスの動作と Claude API,https://qiita.com/megmogmog1965/items/7db66f5a5aa306c68eb8,megmogmog1965,1,11,10,0,15,15,0,,2026-07-30T21:55:51+09:00,"ClaudeCode,Claude,LLM,AI,Python",false
46,024e91ccb6393159c798,毎日137件公開されるCVE、正直ぜんぶ無視していませんか？,https://qiita.com/udowanllc/items/024e91ccb6393159c798,udowanllc,1,9,8,1,13,12,0,,2026-08-04T00:29:32+09:00,"Security,脆弱性,生成AI,ClaudeCode,AI駆動開発",false
47,b91aad707846def8b9dc,【Godot 4.x】2D脱出ゲームを作ってみる⑪〜BGM・効果音を実装する〜,https://qiita.com/OnuuuumaX/items/b91aad707846def8b9dc,OnuuuumaX,1,5,4,0,4,4,0,,2026-07-20T23:07:37+09:00,"ゲーム制作,ゲーム開発,Godot,MCP,ClaudeCode",false
48,409dfaaf4ffe4a288186,Agent、Agent Runtime、Agent Platformの違いを、「作業者」「仕事場」「会社」という例えで整理してみた,https://qiita.com/engchina/items/409dfaaf4ffe4a288186,engchina,1,3,2,1,3,2,0,,2026-07-19T14:48:17+09:00,"AIエージェント,Agent,生成AI,MCP,AgentSkills",false
49,4390b34f284e29080090,AIエージェントの社内導入で始まる「OAuth地獄」 — ID-JAGとEMAでMCP認可を一元管理する,https://qiita.com/hisuzuya/items/4390b34f284e29080090,hisuzuya,1,3,2,1,2,1,0,,2026-07-22T20:02:04+09:00,"MCP,OAuth,AIエージェント,Security,ID-JAG",false
50,1934cbee1c9635e44122,Claude Code の settings.json 全文公開。サンドボックス＋auto モードで確認を最小にする設定【コピペ用】,https://qiita.com/Rapls/items/1934cbee1c9635e44122,Rapls,1,3,2,0,1,1,0,,2026-08-02T10:15:41+09:00,"ClaudeCode,生成AI,Security,AI,個人開発",false
51,e529a09b3d840c85c339,グラフエンジニアリング を知ろう-これからも増えてくOOエンジニアリングに我々はどう付き合うべきか ,https://qiita.com/Syoitu/items/e529a09b3d840c85c339,Syoitu,1,2,1,5,13,8,0,,2026-08-06T16:31:19+09:00,"AIエージェント,AI駆動開発,グラフエンジニアリング,ループエンジニアリング,ClaudeCode",false
52,650546e8b9f5e33d5820,【実測あり】Claude Codeから.envを守る：permissions.deny vs PreToolUseフック,https://qiita.com/tomada/items/650546e8b9f5e33d5820,tomada,1,2,1,0,1,1,0,,2026-08-04T04:25:15+09:00,"Security,hooks,dotenv,Claude,ClaudeCode",false
53,99ff92c38a3067e7a2d2,CloudWatch Coding Agent Insights が来たので Claude Code の利用状況を可視化してみた,https://qiita.com/leomarokun/items/99ff92c38a3067e7a2d2,leomarokun,1,2,1,0,1,1,0,,2026-08-02T18:36:18+09:00,"AWS,CloudWatch,生成AI,可視化,ClaudeCode",false
54,ded3cb505370c4976437,十年越しの「ExcelでRPA」が、AIと二時間で動いた話,https://qiita.com/shu15511551/items/ded3cb505370c4976437,shu15511551,1,2,1,0,0,0,8,,2026-08-05T05:26:53+09:00,"ExcelVBA,ClaudeCode,AI,VBA,生産性向上",false
55,ac712e0244c9c0b7b3dc,Builders Weekend Special Edition — Shipaton 26で審査員賞！VibeSwingを3時間で作った話,https://qiita.com/otani_ai_memo/items/ac712e0244c9c0b7b3dc,otani_ai_memo,1,1,0,4,4,0,0,,2026-08-14T14:41:24+09:00,"ClaudeCode,codex,threejs,ハッカソン,生成AI",true
56,36c1a407016c6d796055,Agent Plugins 1.0、Anthropicだけ仲間はずれ？ 実際にClaude Codeで動くか検証してみた,https://qiita.com/yama3133/items/36c1a407016c6d796055,yama3133,1,1,0,4,4,0,0,,2026-08-11T11:22:03+09:00,"AWS,Agentplugins,Anthropic,ClaudeCode,AgentSkills",true
57,7fea63c52216b7e338d1,【Claude Code】セッション同士が直接会話するSendMessageを実機検証した,https://qiita.com/tomada/items/7fea63c52216b7e338d1,tomada,1,1,0,3,3,0,0,,2026-08-10T08:11:49+09:00,"ClaudeCode,Claude,AIエージェント,生成AI",true
58,9f972f3f59506d59d33a,Claude Code のサンドボックス機能を利用してみた,https://qiita.com/leomarokun/items/9f972f3f59506d59d33a,leomarokun,1,1,0,2,2,0,2,,2026-08-12T02:57:34+09:00,"ClaudeCode,sandbox,Security,生成AI",true
59,a1294e1247894735ffcb,Agent Plugins 1.0.0 を使ってみた,https://qiita.com/cvusk/items/a1294e1247894735ffcb,cvusk,1,1,0,2,2,0,0,,2026-08-11T16:55:52+09:00,"Agentplugins,AIエージェント,AI,MCP,SKILLS",true
60,c015f4eb6351d8263e11,暗黙知の形式知化に、AIエージェントの対話ログで挑んでみた（まだ道半ば）,https://qiita.com/ntaka329/items/c015f4eb6351d8263e11,ntaka329,1,1,0,1,3,2,0,,2026-08-07T16:42:38+09:00,"ClaudeCode,AIエージェント,暗黙知,ナレッジマネジメント,ContextEngineering",false
61,fba106f82207dbd7b283,最近のAI開発について（2026年8月）,https://qiita.com/cleyera_f/items/fba106f82207dbd7b283,cleyera_f,1,1,0,1,2,1,0,,2026-08-07T16:55:11+09:00,"Antigravity,codex,ClaudeCode,tool,AI駆動開発",false
