rank,id,title,url,user_id,stocks_delta_7d,current_stocks_count,previous_stocks_count,likes_delta_7d,current_likes_count,previous_likes_count,comments_count,page_views_count,created_at,tags,is_new_in_period
1,356e5f1dba112a075be1,正直に言う。お前のClaude Codeの使い方は間違っている,https://qiita.com/tehito/items/356e5f1dba112a075be1,tehito,366,539,173,510,767,257,9,,2026-06-25T22:43:05+09:00,"AI,個人開発,生成AI,ClaudeCode",false
2,b859f1578191a1e15808,Claude Code を4ヶ月使ってわかった、おすすめコマンド・スキル 10 選,https://qiita.com/wataru86/items/b859f1578191a1e15808,wataru86,118,122,4,146,150,4,0,,2026-06-26T18:57:33+09:00,"SKILLS,ClaudeCode",false
3,97ed37e7ba9c38dc75d8,入門から実践 -「🔁 ループエンジニアリング」,https://qiita.com/Syoitu/items/97ed37e7ba9c38dc75d8,Syoitu,100,267,167,96,304,208,0,,2026-06-20T15:32:57+09:00,"Agent,Claude,ClaudeCode,Mastra,AgentCore",false
4,d442ed23d24245b789a0,トークンをケチるな、設計しろ：GitHub Copilotを賢く使うコンテキスト戦略,https://qiita.com/ochtum/items/d442ed23d24245b789a0,ochtum,52,52,0,41,41,0,0,,2026-07-02T01:59:06+09:00,"MCP,GitHubCopilot,生成AI,AIエージェント,コンテキストエンジニアリング",true
5,68d1a29728e5ee339779,【AI駆動開発】AIに「図を描いて」と頼むと“それっぽいけど使えない図”が出てくる問題を、draw.io生成スキルで倒した,https://qiita.com/enomoso_pm/items/68d1a29728e5ee339779,enomoso_pm,39,185,146,38,175,137,1,,2026-06-18T02:16:47+09:00,"AI,要件定義,プロジェクトマネジメント,Claude,AI駆動開発",false
6,2c9d2686bdbc5e085191,Claude Codeは「コードを書くAI」で終わらせるな：公式 document-skills でPDF・Excel・Word・PowerPointまで自動化する,https://qiita.com/4q_sano/items/2c9d2686bdbc5e085191,4q_sano,39,39,0,36,37,1,0,18653,2026-06-27T14:39:13+09:00,ClaudeCode,false
7,2f9ad10282775dcbd647,速報！！StreamlitがAWSにサーバーレスでホスティングできるようになった！！ #LambdaMicroVMs,https://qiita.com/moritalous/items/2f9ad10282775dcbd647,moritalous,33,33,0,52,52,0,0,,2026-06-29T07:08:23+09:00,"AWS,lambda,bedrock,Streamlit,Claude",true
8,735ebfa8504fc658c812,【draw.io】エンジニアの「雑なMermaid」を、綺麗な図解に変換する【アップデート版】,https://qiita.com/ktdatascience/items/735ebfa8504fc658c812,ktdatascience,32,117,85,23,106,83,0,,2026-06-20T14:34:06+09:00,"初心者,mermaid,drawio,生成AI,Claude",false
9,3c8949b62ce1dfe7a024,Claude Codeに人生を管理させて3ヶ月、一番効いたのは自動化じゃなかった,https://qiita.com/ktdatascience/items/3c8949b62ce1dfe7a024,ktdatascience,23,188,165,21,227,206,1,,2026-06-11T10:25:29+09:00,"初心者,生成AI,Claude,生成AI活用,ClaudeCode",false
10,cfe5ba40a56b3dbf6a4b,バイブコーディングが「RPA問題」を再演している。属人化・重複・ブラックボックスを防ぐ最小ガバナンス設計,https://qiita.com/hirashima-gmoconnect/items/cfe5ba40a56b3dbf6a4b,hirashima-gmoconnect,23,65,42,24,105,81,0,,2026-06-22T12:12:13+09:00,"AI,RPA,ガバナンス,ClaudeCode,VibeCoding",false
