rank,id,title,url,user_id,stocks_delta_7d,current_stocks_count,previous_stocks_count,likes_delta_7d,current_likes_count,previous_likes_count,comments_count,page_views_count,created_at,tags,is_new_in_period
1,d526fb7cdbe35a3f9384,Claude Code／Codexに中～大規模開発を任せるためのタスク管理,https://qiita.com/Y-Y-dev/items/d526fb7cdbe35a3f9384,Y-Y-dev,103,244,141,98,217,119,1,,2026-08-02T08:38:39+09:00,"Claude,codex",false
2,573178ed3b8a6a22ebb1,【便利】 Claude Codeの覚えておきたいスラッシュコマンドまとめ,https://qiita.com/tamashiro_nobuyuki/items/573178ed3b8a6a22ebb1,tamashiro_nobuyuki,34,36,2,24,29,5,0,,2026-08-06T11:00:03+09:00,"ClaudeCode,AI,開発効率化",false
3,b4a874f0bbf91d378097,自分のHTML資産を増やすと、AIで見た目の良いサイトを作りやすくなる,https://qiita.com/uni928/items/b4a874f0bbf91d378097,uni928,28,28,0,40,40,0,0,,2026-08-07T12:45:45+09:00,"HTML,JavaScript,ChatGPT,AI,Claude",false
4,7aa06b6982dfd1730af0,Claude Codeに「違反できないコード」を書かせる：ガイドとセンサーの設計,https://qiita.com/shun123/items/7aa06b6982dfd1730af0,shun123,18,18,0,14,14,0,0,,2026-08-11T13:34:02+09:00,"ClaudeCode,TypeScript,オニオンアーキテクチャ,AI駆動開発,Hono",true
5,224f55bc85b813930f61,ずぼらAI駆動開発、爆誕,https://qiita.com/nobu34/items/224f55bc85b813930f61,nobu34,16,48,32,17,64,47,3,,2026-08-05T09:22:29+09:00,"AI,ClaudeCode,AI駆動開発,tips,ポエム",false
6,e54c70c90c6aa84d0f66,CLAUDE.md 設計パターン集──プロジェクト規模別に使い分ける7つのテンプレート,https://qiita.com/hikariclaude01/items/e54c70c90c6aa84d0f66,hikariclaude01,14,280,266,15,236,221,0,,2026-07-20T10:01:57+09:00,"ClaudeCode,AI,開発環境,プロンプトエンジニアリング,開発効率化",false
7,46e675f6ced44dcd10ad,トークン浪費と性能低下を防ぐ、Claude Code の自動引き継ぎ hook を作った,https://qiita.com/tomada/items/46e675f6ced44dcd10ad,tomada,10,10,0,7,7,0,0,,2026-08-08T05:46:14+09:00,"ClaudeCode,Claude,hooks,AIエージェント,生成AI",false
8,e5c56a2f7b976cfc17ea,エラーレスポンス設計の現在地2026,https://qiita.com/tatsuya582/items/e5c56a2f7b976cfc17ea,tatsuya582,8,8,0,18,18,0,0,,2026-08-14T13:36:16+09:00,"WebAPI,HTTP,API,ClaudeCode,設計",true
9,438336db3684cf662321,Claude Code「/config」設定の教科書 ― 全42項目を1つずつ解説＋おすすめ設定（v2.1.220対応）,https://qiita.com/f_uto/items/438336db3684cf662321,f_uto,7,103,96,6,73,67,0,,2026-07-27T22:21:33+09:00,"ClaudeCode,Config,Claude",false
10,5c80ad6e04513b361bbe,【Godot 4.x】2D脱出ゲームを作ってみる⑫〜左右移動・ギミック２点・アイテム合成・パーティクルを実装する〜,https://qiita.com/OnuuuumaX/items/5c80ad6e04513b361bbe,OnuuuumaX,7,7,0,4,4,0,0,,2026-08-11T00:12:22+09:00,"ゲーム制作,ゲーム開発,Godot,MCP,ClaudeCode",true
11,40689313c2192200c20a,【備忘録】WBSをきれいに作るより、「事実」と「見せ方」を分けたほうが楽なのかもしれない,https://qiita.com/Tadataka_Takahashi/items/40689313c2192200c20a,Tadataka_Takahashi,6,6,0,5,5,0,0,,2026-08-11T22:30:24+09:00,"WBS,プロジェクト管理,生成AI,MCP,備忘録",true
12,c72674d302c717b70057,ベクトルDBを使わないGraphRAG「Graphify」の中身を一次情報で読む,https://qiita.com/ryoji9702/items/c72674d302c717b70057,ryoji9702,6,6,0,3,3,0,0,,2026-08-07T22:02:20+09:00,"AI,rag,ClaudeCode",false
13,11358e8e8966d5e48a09,AIエージェントがあれば技術書なんてすぐ書けるでしょ、と思ったが無理だった,https://qiita.com/watany/items/11358e8e8966d5e48a09,watany,5,63,58,7,106,99,2,,2026-07-25T15:46:06+09:00,"AI,生成AI,LLM,ClaudeCode,執筆",false
14,82ebbf176a12965a8e16,整えるな。とにかくたくさん吐き出せ。~AIとの「1ターン」を大きく前進させる仮説~,https://qiita.com/sh-fukaya/items/82ebbf176a12965a8e16,sh-fukaya,5,5,0,10,10,0,0,,2026-08-13T18:07:36+09:00,"Human_In_The_Loop,HumanInTheLoop,HITL,AI活用,Claude",true
15,8049684e8d746a81af3b,TypeScriptをシングルバイナリ実行ファイルにする。ついでにMCPサーバーもシングルバイナリー化,https://qiita.com/moritalous/items/8049684e8d746a81af3b,moritalous,5,5,0,9,9,0,0,,2026-08-12T23:06:40+09:00,"Bun,Deno,TypeScript,MCP",true
16,e9ee8e26cfdc40a8c2f9,マルチエージェントに関する論文を40本再実装してみて分かったこと,https://qiita.com/Koukyosyumei/items/e9ee8e26cfdc40a8c2f9,Koukyosyumei,4,129,125,1,167,166,0,,2026-07-17T07:54:35+09:00,"codex,ChatGPT,AIエージェント,マルチエージェント,ClaudeCode",false
17,cea574550613de33a114,CLAUDE.md は21セクションか、8行か — 公式ドキュメントで決着をつけた,https://qiita.com/jqit_suwa/items/cea574550613de33a114,jqit_suwa,4,71,67,4,64,60,0,,2026-07-30T09:47:06+09:00,"Claude,ClaudeCode,Anthropic,AI,プロンプトエンジニアリング",false
18,6459627a4029eb5cbee7,(ずんだもん通知くん)Claude Codeにずんだもんの声をつけた話,https://qiita.com/yama3133/items/6459627a4029eb5cbee7,yama3133,4,4,0,6,6,0,0,,2026-08-13T17:51:01+09:00,"ClaudeCode,VOICEVOX,サブエージェント",true
19,fe70e2936542c1bde001,Claude CodeのCLAUDE.md書き方リファレンス,https://qiita.com/tamashiro_nobuyuki/items/fe70e2936542c1bde001,tamashiro_nobuyuki,4,4,0,4,4,0,0,,2026-08-13T09:06:28+09:00,"ClaudeCode,AI,開発効率化",true
20,322286d2f1c16eca7459,受託PM10年の自分が『人月の死』を肌で感じでしまった話,https://qiita.com/enomoso_pm/items/322286d2f1c16eca7459,enomoso_pm,3,30,27,5,41,36,1,,2026-07-19T06:35:34+09:00,"生成AI,AIエージェント,プロジェクトマネジメント,AI駆動開発,ClaudeCode",false
21,c75b139044362e18fa68,Google公式の Cloud Run MCP で、Claude Code にデプロイさせてみた,https://qiita.com/TaichiYamasaki/items/c75b139044362e18fa68,TaichiYamasaki,3,11,8,3,10,7,0,,2026-08-06T21:41:23+09:00,"AI,GoogleCloud,MCP,Claude,ClaudeCode",false
22,a23a914f9375686eaed8,ChatGPTに長いコードを渡す前に圧縮する「TokenTrim」を作りました,https://qiita.com/uni928/items/a23a914f9375686eaed8,uni928,3,4,1,4,5,1,2,,2026-08-07T09:49:28+09:00,"HTML,JavaScript,ChatGPT,AI,Claude",false
23,94431fc27776443170e7,Claude CodeからAgentCore GatewayへのSSO接続を作り直すついでにOAuthのクライアント登録を学ぶ,https://qiita.com/har1101/items/94431fc27776443170e7,har1101,3,3,0,5,5,0,0,,2026-08-14T10:03:57+09:00,"ClaudeCode,AgentCore,OAuth,AWS,MCP",true
24,763da273a5dc61112aee,Claude のSKILLを育ているつもりが気がつくと何故か効きが悪くなっている罠,https://qiita.com/sh-fukaya/items/763da273a5dc61112aee,sh-fukaya,3,3,0,4,4,0,0,,2026-08-10T12:31:24+09:00,"Claude,ClaudeCode,SKILLS,SKILL,AI活用",true
25,5be46b01e4d60a7f059c,二十年、同じ番号を探していた ── コメント欄で教わって、その日のうちに実証した話,https://qiita.com/shu15511551/items/5be46b01e4d60a7f059c,shu15511551,3,3,0,3,3,0,5,,2026-08-10T05:05:36+09:00,"ExcelVBA,ClaudeCode,AI,VBA,生産性向上",true
26,5e7f4358d808b43dc871,AI エージェント × セルフホステッドランナーの落とし穴,https://qiita.com/ryoji9702/items/5e7f4358d808b43dc871,ryoji9702,3,3,0,2,2,0,0,,2026-08-13T23:03:18+09:00,"GitHubActions,ClaudeCode,AIエージェント",true
27,be384cf99c61fbb6b643,Claude Codeのカスタムスラッシュコマンド完全ガイド ― .claude/commands/でチーム専用ワークフローを型化する,https://qiita.com/hikariclaude01/items/be384cf99c61fbb6b643,hikariclaude01,3,3,0,2,2,0,0,,2026-08-12T10:01:50+09:00,"ClaudeCode,開発効率化,AI,チーム開発,生成AI",true
