rank,id,title,url,user_id,stocks_delta_7d,current_stocks_count,previous_stocks_count,likes_delta_7d,current_likes_count,previous_likes_count,comments_count,page_views_count,created_at,tags,is_new_in_period
1,fe4b1810f45e4b6df166,新人AI禁止のあと、「新人AI制御教育ハーネス」を配った結果（Skill原文あり）,https://qiita.com/WdknWdkn/items/fe4b1810f45e4b6df166,WdknWdkn,31,236,205,36,314,278,2,,2026-08-19T23:48:07+09:00,"生成AI,ClaudeCode,新人プログラマ応援,AI,マネジメント",false
2,4183a8e97738ba45f435,Claude Code に制限モードが入った。自作スキル47本が0本になった,https://qiita.com/suwa_nobu/items/4183a8e97738ba45f435,suwa_nobu,25,40,15,26,41,15,1,,2026-08-28T16:58:56+09:00,"AI,ClaudeCode,AIエージェント,Security,AgentSkills",false
3,a0fa9752528e2b3def71,AIにテストを書かせると、決まって同じ場所が抜ける,https://qiita.com/suwa_nobu/items/a0fa9752528e2b3def71,suwa_nobu,22,49,27,26,65,39,1,,2026-08-25T11:13:11+09:00,"AI,AIエージェント,ソフトウェアテスト,テスト自動化,ClaudeCode",false
4,5fe930eb46d064b3da06,Claude Code でモデルを切り替えると、そのターンだけ書き直しが287倍,https://qiita.com/suwa_nobu/items/5fe930eb46d064b3da06,suwa_nobu,21,21,0,32,32,0,1,,2026-09-01T09:02:38+09:00,"AI,ClaudeCode,AIエージェント,生成AI,開発環境",true
5,7f149b4ef5e1e71dd039,Claudeのキャッシュを使い倒す,https://qiita.com/cvusk/items/7f149b4ef5e1e71dd039,cvusk,20,20,0,16,16,0,0,,2026-08-30T17:12:58+09:00,"Claude,LLM,キャッシュ,LLMキャッシュ",true
6,8b7ac7751411f79a41d7,「ハーネス」ってなんぞ？ Claudeに“性格”と“記憶”を持たせる仕組みを、おじさんでも分かるように調べてみた,https://qiita.com/OnuuuumaX/items/8b7ac7751411f79a41d7,OnuuuumaX,19,19,0,17,17,0,0,,2026-08-28T20:16:19+09:00,"AI,ClaudeCode,生成AI,初心者,ハーネスエンジニアリング",false
7,64a8710cffb39963c2b3,MCP vs. API（REST・SOAP・GraphQL・gRPC）どれが使える？ 日本の業務システム 56 件を調べてみた,https://qiita.com/songchong/items/64a8710cffb39963c2b3,songchong,18,18,0,15,15,0,0,,2026-09-03T04:42:43+09:00,"MCP,API,AIエージェント,AI,初心者",true
8,817a26e02cd1f08c7edd,スター6万のAgent Skillを入れたら、呼ぶたびに9万トークン必要だった,https://qiita.com/suwa_nobu/items/817a26e02cd1f08c7edd,suwa_nobu,17,17,0,26,26,0,0,,2026-08-31T08:21:05+09:00,"AI,ClaudeCode,AgentSkills,AIエージェント,生成AI",true
9,ae3e9f9f0f5a4515f276,Antigravity for VS Code in GitHub Codespacesが便利すぎる件【サンドボックス / 脱GitHub Copilot】,https://qiita.com/yangguofu/items/ae3e9f9f0f5a4515f276,yangguofu,16,55,39,22,66,44,0,,2026-08-26T04:14:13+09:00,"VSCode,Antigravity,GitHubCopilot,ClaudeCode,生成AI",false
10,c0f5b86dfb8a3106cbaf,Claude Fable 5.1、キャッシュ読みは4分の1。ただし tool_choice が400を返す,https://qiita.com/suwa_nobu/items/c0f5b86dfb8a3106cbaf,suwa_nobu,16,16,0,25,25,0,0,,2026-09-02T13:17:35+09:00,"AI,ClaudeCode,AIエージェント,生成AI,API",true
11,4231026d13f7527c0f69,AIの口癖を日本語記事で測ろうとして、3回とも失敗した,https://qiita.com/suwa_nobu/items/4231026d13f7527c0f69,suwa_nobu,16,16,0,21,21,0,0,,2026-08-29T19:54:02+09:00,"AI,ClaudeCode,自然言語処理,生成AI,Qiita",true
