rank,id,title,url,user_id,stocks_count,stocks_delta,likes_count,likes_delta,previous_rank,rank_delta,comments_count,page_views_count,created_at,tags
1,356e5f1dba112a075be1,正直に言う。お前のClaude Codeの使い方は間違っている,https://qiita.com/tehito/items/356e5f1dba112a075be1,tehito,469,162,683,214,1,0,8,,2026-06-25T22:43:05+09:00,"AI,個人開発,生成AI,ClaudeCode"
2,97ed37e7ba9c38dc75d8,入門から実践 -「🔁 ループエンジニアリング」,https://qiita.com/Syoitu/items/97ed37e7ba9c38dc75d8,Syoitu,232,60,266,46,3,1,0,,2026-06-20T15:32:57+09:00,"Agent,Claude,ClaudeCode,Mastra,AgentCore"
3,3c8949b62ce1dfe7a024,Claude Codeに人生を管理させて3ヶ月、一番効いたのは自動化じゃなかった,https://qiita.com/ktdatascience/items/3c8949b62ce1dfe7a024,ktdatascience,182,9,222,5,2,-1,0,,2026-06-11T10:25:29+09:00,"初心者,生成AI,Claude,生成AI活用,ClaudeCode"
4,68d1a29728e5ee339779,【AI駆動開発】AIに「図を描いて」と頼むと“それっぽいけど使えない図”が出てくる問題を、draw.io生成スキルで倒した,https://qiita.com/enomoso_pm/items/68d1a29728e5ee339779,enomoso_pm,174,15,162,16,4,0,1,,2026-06-18T02:16:47+09:00,"AI,要件定義,プロジェクトマネジメント,Claude,AI駆動開発"
5,b859f1578191a1e15808,Claude Code を4ヶ月使ってわかった、おすすめコマンド・スキル 10 選,https://qiita.com/wataru86/items/b859f1578191a1e15808,wataru86,113,11,135,14,5,0,0,,2026-06-26T18:57:33+09:00,"SKILLS,ClaudeCode"
6,735ebfa8504fc658c812,【draw.io】エンジニアの「雑なMermaid」を、綺麗な図解に変換する【アップデート版】,https://qiita.com/ktdatascience/items/735ebfa8504fc658c812,ktdatascience,107,19,98,13,6,0,0,,2026-06-20T14:34:06+09:00,"初心者,mermaid,drawio,生成AI,Claude"
7,9059f26629e0976bc0e2,商業書籍の出版をCodexで爆速化するノウハウ,https://qiita.com/minorun365/items/9059f26629e0976bc0e2,minorun365,91,12,136,9,8,1,0,,2026-06-21T20:35:48+09:00,"AI,codex,AIエージェント,ClaudeCode"
8,54ded70a5a68a5ca15d5,Claude Codeでつくる「並列ループエージェント」実践！ハンズオンガイド,https://qiita.com/kumai_yu/items/54ded70a5a68a5ca15d5,kumai_yu,87,3,74,2,7,-1,0,,2026-06-16T22:45:28+09:00,"AI,AI駆動開発,ClaudeCode"
9,467446c5a6cbd10a5ffa,Claude Codeで設計書作成に使えるサブエージェントの作り方｜要件定義から詳細設計まで,https://qiita.com/kamome_susume/items/467446c5a6cbd10a5ffa,kamome_susume,73,1,52,2,9,0,0,,2026-06-20T10:56:09+09:00,"AIエージェント,ClaudeCode"
10,cfe5ba40a56b3dbf6a4b,バイブコーディングが「RPA問題」を再演している。属人化・重複・ブラックボックスを防ぐ最小ガバナンス設計,https://qiita.com/hirashima-gmoconnect/items/cfe5ba40a56b3dbf6a4b,hirashima-gmoconnect,63,10,100,8,12,2,0,,2026-06-22T12:12:13+09:00,"AI,RPA,ガバナンス,ClaudeCode,VibeCoding"
11,b63c2e7ff52b5554a8a5,文系エンジニアがClaude Codeで学習アプリを自作して3か月でCISSP合格した話,https://qiita.com/hiyoshiz/items/b63c2e7ff52b5554a8a5,hiyoshiz,61,0,74,0,10,-1,0,,2026-06-14T22:14:52+09:00,"Security,ポエム,資格,CISSP,ClaudeCode"
12,42635251d8e2641cb50c,AI駆動開発のセキュリティツール、結局なにを入れればいい？,https://qiita.com/udowanllc/items/42635251d8e2641cb50c,udowanllc,55,1,52,1,11,-1,0,,2026-06-22T00:03:45+09:00,"Security,DevSecOps,GitHubActions,AI駆動開発,ClaudeCode"
13,c61eb886faa1cee69054,日本酒記録アプリをAWSを使って作ってみた,https://qiita.com/yo_arai/items/c61eb886faa1cee69054,yo_arai,44,0,79,0,13,0,0,,2026-06-03T00:17:43+09:00,"AWS,S3,lambda,bedrock,Claude"
14,8f88307b7cb13b748e57,AIエージェントのトークン代を節約する CLAUDE.md と copilot-instructions.md 実践ガイド  AIエージェントでは毎ターン何が起きているのか,https://qiita.com/shinkai_/items/8f88307b7cb13b748e57,shinkai_,41,2,45,1,14,0,0,,2026-06-08T08:17:13+09:00,"AI,GitHubCopilot,生成AI,AIエージェント,ClaudeCode"
15,a1b622ff1faf4ca34231,Claude Codeで チーム開発ルール を「覚えるもの」から「自動で守るもの」に変える,https://qiita.com/rairaii/items/a1b622ff1faf4ca34231,rairaii,41,2,35,3,15,0,0,,2026-06-19T16:57:50+09:00,"チーム開発,開発プロセス,プロセス改善,生成AI,ClaudeCode"
16,bab35c7b58a664d3b8f1,Claude Code セキュリティガードレール 実装テンプレ集 — コピペで使える settings.json と hook スクリプト,https://qiita.com/nogataka/items/bab35c7b58a664d3b8f1,nogataka,38,1,29,0,16,0,0,,2026-06-23T14:00:33+09:00,"Security,生成AI,AI駆動開発,AIエージェント,ClaudeCode"
17,2c9d2686bdbc5e085191,Claude Codeは「コードを書くAI」で終わらせるな：公式 document-skills でPDF・Excel・Word・PowerPointまで自動化する,https://qiita.com/4q_sano/items/2c9d2686bdbc5e085191,4q_sano,36,4,35,2,20,3,0,17996,2026-06-27T14:39:13+09:00,ClaudeCode
18,a072528364883ae7bb96,[ハンズオン手順書] Claude + Microsoft Foundry で AI エージェントを構築する #CodeWithClaude ,https://qiita.com/chomado/items/a072528364883ae7bb96,chomado,33,0,44,0,18,0,1,,2026-06-08T21:29:01+09:00,"ハンズオン,Claude,AIエージェント,MicrosoftFoundry"
19,d457f309e33c4602a693,"AWSの""俯瞰""構成図を自動生成する ── 見やすさを機械チェックしながら量産した話",https://qiita.com/ntaka329/items/d457f309e33c4602a693,ntaka329,33,1,40,1,19,0,0,,2026-06-24T12:02:25+09:00,"SVG,AWS,構成図,生成AI,ClaudeCode"
20,2f9ad10282775dcbd647,速報！！StreamlitがAWSにサーバーレスでホスティングできるようになった！！ #LambdaMicroVMs,https://qiita.com/moritalous/items/2f9ad10282775dcbd647,moritalous,28,2,44,2,23,3,0,,2026-06-29T07:08:23+09:00,"AWS,lambda,bedrock,Streamlit,Claude"
21,5ca0c12a8495530f7d09,Claude Code と Codex のレート残量を確認するためにブラウザを開くのをやめた話,https://qiita.com/tatsuya582/items/5ca0c12a8495530f7d09,tatsuya582,28,0,41,0,21,0,0,,2026-06-10T09:01:43+09:00,"ShellScript,codex,生成AI,Claude,ClaudeCode"
22,8f99cc6fc97541a14b76,AIエージェントを“セキュリティのプロ”に変える817個のスキル集 — Claude Code / Codex / Cursor / Copilot対応OSSを読み解く,https://qiita.com/nogataka/items/8f99cc6fc97541a14b76,nogataka,26,0,26,0,24,2,0,,2026-06-26T10:50:21+09:00,"Security,OSS,生成AI,AIエージェント,ClaudeCode"
23,5c5bffcbb53241ed5b54,Claude Code × Codex × Obsidian Vault ― AI 二刀流で作る「何でも相談」環境の全設定公開,https://qiita.com/htani0817/items/5c5bffcbb53241ed5b54,htani0817,26,1,24,0,25,2,0,,2026-06-17T00:05:47+09:00,"AI,個人開発,Obsidian,Claude,ClaudeCode"
24,5097f0575b58f4c69b81,Claude Code を司令塔に、Antigravity CLI（Gemini 3.5 Flash）を実装役として使う環境構築【従量課金ゼロ】,https://qiita.com/fallout/items/5097f0575b58f4c69b81,fallout,26,-1,19,0,22,-2,0,,2026-06-13T21:46:14+09:00,"MCP,Gemini,Claude,Antigravity,Fable"
25,345691e0d2260d5f34a5,並列で思考を分けたら、AIレビューの精度もコンテキスト効率も同時に上がった話,https://qiita.com/fwatanab/items/345691e0d2260d5f34a5,fwatanab,25,1,30,1,27,2,0,,2026-06-23T10:38:25+09:00,"設計,AI,コードレビュー,マルチエージェント,ClaudeCode"
26,0ea0ebf709eb00230b93,Claude Code / GitHub Copilot のトークン消費を手軽に削減する2つのツール,https://qiita.com/rairaii/items/0ea0ebf709eb00230b93,rairaii,25,0,21,0,26,0,0,,2026-06-09T15:17:32+09:00,"RTK,GitHubCopilot,ClaudeCode,caveman,token削減"
27,2783f25816699e8318cc,AIエージェントにサボらせないSkillsの書き方 — 7つの設計手法＋サボり度測定Skill付き,https://qiita.com/nogataka/items/2783f25816699e8318cc,nogataka,21,0,17,0,29,2,0,,2026-06-26T17:12:31+09:00,"OSS,生成AI,プロンプトエンジニアリング,AIエージェント,ClaudeCode"
28,61985c6743b89aa6924b,Jenkinsの失敗ログをn8nで回収してClaudeに原因調査させ、Slackへ自動通知する,https://qiita.com/jqit-yukiono/items/61985c6743b89aa6924b,jqit-yukiono,20,0,22,0,30,2,0,,2026-06-29T02:47:24+09:00,"Jenkins,Slack,CICD,n8n,Claude"
29,62dd7aabb4e043c61046,【freee MCP】経理にClaudeを雇う時代？請求書下書きワークフローをSkill化してみた,https://qiita.com/TMiyamoto/items/62dd7aabb4e043c61046,TMiyamoto,20,0,22,0,31,2,0,,2026-06-09T19:56:08+09:00,"自動化,AI,freee,MCP,Claude"
30,7deae192de183eb6f8bc,今からNext.jsを始めるなら僕ならこうする話,https://qiita.com/yamu_official/items/7deae192de183eb6f8bc,yamu_official,19,0,22,0,33,3,0,,2026-06-10T15:55:54+09:00,"TypeScript,フロントエンド,React,Next.js,ClaudeCode"
