rank,id,title,url,user_id,stocks_count,stocks_delta,likes_count,likes_delta,previous_rank,rank_delta,comments_count,page_views_count,created_at,tags
1,4385ac59ebefb923cf0d,これを読めば分かるClaude Code 完全攻略ガイド,https://qiita.com/s-furuya-nri/items/4385ac59ebefb923cf0d,s-furuya-nri,448,4,376,2,1,0,1,,2026-05-30T15:45:08+09:00,"Claude,AI駆動開発,AIエージェント,ClaudeCode,2025JapanAWSJr.Champions"
2,3c8949b62ce1dfe7a024,Claude Codeに人生を管理させて3ヶ月、一番効いたのは自動化じゃなかった,https://qiita.com/ktdatascience/items/3c8949b62ce1dfe7a024,ktdatascience,163,2,200,5,2,0,0,,2026-06-11T10:25:29+09:00,"初心者,生成AI,Claude,生成AI活用,ClaudeCode"
3,97ed37e7ba9c38dc75d8,入門から実践 -「🔁 ループエンジニアリング」,https://qiita.com/Syoitu/items/97ed37e7ba9c38dc75d8,Syoitu,162,3,201,5,3,0,0,,2026-06-20T15:32:57+09:00,"Agent,Claude,ClaudeCode,Mastra,AgentCore"
4,68d1a29728e5ee339779,【AI駆動開発】AIに「図を描いて」と頼むと“それっぽいけど使えない図”が出てくる問題を、draw.io生成スキルで倒した,https://qiita.com/enomoso_pm/items/68d1a29728e5ee339779,enomoso_pm,141,8,135,4,4,0,0,,2026-06-18T02:16:47+09:00,"AI,要件定義,プロジェクトマネジメント,Claude,AI駆動開発"
5,6ec24ba4942973a1ce0b,ClaudeCodeとCodexにコーディングを全て任せて商用レベルのUnityゲーム開発を行う【後編】,https://qiita.com/archeleeds/items/6ec24ba4942973a1ce0b,archeleeds,133,0,127,0,5,0,0,,2026-05-30T15:17:48+09:00,"Unity,AI,codex,AI駆動開発,ClaudeCode"
6,61b10d10c63db47a64e7,AIエージェントのトークン代を節約するNetflixのエンジニアが作ったツール「Headroom」について調べてみた,https://qiita.com/shinkai_/items/61b10d10c63db47a64e7,shinkai_,110,0,142,0,6,0,3,,2026-06-03T09:19:10+09:00,"AI,LLM,AIエージェント,ClaudeCode,Headroom"
7,c8b5cca97554f6f64782,Claude Code x Obsidianで、LLM Wiki構築 | セッションを切り替えても会話を続けられる方法,https://qiita.com/usayamadausako/items/c8b5cca97554f6f64782,usayamadausako,95,0,92,0,7,0,0,,2026-05-30T13:17:32+09:00,"Obsidian,ClaudeCode"
8,735ebfa8504fc658c812,【draw.io】エンジニアの「雑なMermaid」を、綺麗な図解に変換する【アップデート版】,https://qiita.com/ktdatascience/items/735ebfa8504fc658c812,ktdatascience,81,1,81,0,8,0,0,,2026-06-20T14:34:06+09:00,"初心者,mermaid,drawio,生成AI,Claude"
9,9059f26629e0976bc0e2,商業書籍の出版をCodexで爆速化するノウハウ,https://qiita.com/minorun365/items/9059f26629e0976bc0e2,minorun365,78,1,121,0,9,0,0,,2026-06-21T20:35:48+09:00,"AI,codex,AIエージェント,ClaudeCode"
10,54ded70a5a68a5ca15d5,Claude Codeでつくる「並列ループエージェント」実践！ハンズオンガイド,https://qiita.com/kumai_yu/items/54ded70a5a68a5ca15d5,kumai_yu,75,2,66,2,10,0,0,,2026-06-16T22:45:28+09:00,"AI,AI駆動開発,ClaudeCode"
11,467446c5a6cbd10a5ffa,Claude Codeで設計書作成に使えるサブエージェントの作り方｜要件定義から詳細設計まで,https://qiita.com/kamome_susume/items/467446c5a6cbd10a5ffa,kamome_susume,66,3,41,2,12,1,0,,2026-06-20T10:56:09+09:00,"AIエージェント,ClaudeCode"
12,b63c2e7ff52b5554a8a5,文系エンジニアがClaude Codeで学習アプリを自作して3か月でCISSP合格した話,https://qiita.com/hiyoshiz/items/b63c2e7ff52b5554a8a5,hiyoshiz,55,2,70,0,13,1,0,,2026-06-14T22:14:52+09:00,"Security,ポエム,資格,CISSP,ClaudeCode"
13,42635251d8e2641cb50c,AI駆動開発のセキュリティツール、結局なにを入れればいい？,https://qiita.com/udowanllc/items/42635251d8e2641cb50c,udowanllc,47,2,41,0,14,1,0,,2026-06-22T00:03:45+09:00,"Security,DevSecOps,GitHubActions,AI駆動開発,ClaudeCode"
14,c61eb886faa1cee69054,日本酒記録アプリをAWSを使って作ってみた,https://qiita.com/yo_arai/items/c61eb886faa1cee69054,yo_arai,44,0,78,0,15,1,0,,2026-06-03T00:17:43+09:00,"AWS,S3,lambda,bedrock,Claude"
15,cfe5ba40a56b3dbf6a4b,バイブコーディングが「RPA問題」を再演している。属人化・重複・ブラックボックスを防ぐ最小ガバナンス設計,https://qiita.com/hirashima-gmoconnect/items/cfe5ba40a56b3dbf6a4b,hirashima-gmoconnect,38,4,77,10,18,3,0,,2026-06-22T12:12:13+09:00,"AI,RPA,ガバナンス,ClaudeCode,VibeCoding"
16,a1b622ff1faf4ca34231,Claude Codeで チーム開発ルール を「覚えるもの」から「自動で守るもの」に変える,https://qiita.com/rairaii/items/a1b622ff1faf4ca34231,rairaii,36,2,29,1,19,3,0,,2026-06-19T16:57:50+09:00,"チーム開発,開発プロセス,プロセス改善,生成AI,ClaudeCode"
17,8f88307b7cb13b748e57,AIエージェントのトークン代を節約する CLAUDE.md と copilot-instructions.md 実践ガイド  AIエージェントでは毎ターン何が起きているのか,https://qiita.com/shinkai_/items/8f88307b7cb13b748e57,shinkai_,35,0,42,0,16,-1,0,,2026-06-08T08:17:13+09:00,"AI,GitHubCopilot,生成AI,AIエージェント,ClaudeCode"
18,545148471e8f2b63c9a6,Claude Code と Codex の主要機能を比較する｜MCP・Skills・メモリ・Subagents・Hooks・Plugins リファレンス,https://qiita.com/nogataka/items/545148471e8f2b63c9a6,nogataka,35,0,26,0,17,-1,0,,2026-06-01T11:45:06+09:00,"AI,MCP,OpenAI,codex,ClaudeCode"
19,a072528364883ae7bb96,[ハンズオン手順書] Claude + Microsoft Foundry で AI エージェントを構築する #CodeWithClaude ,https://qiita.com/chomado/items/a072528364883ae7bb96,chomado,32,0,43,0,20,1,1,,2026-06-08T21:29:01+09:00,"ハンズオン,Claude,AIエージェント,MicrosoftFoundry"
20,ea44baec84417d36b85d,Claude Opus 4.8 のプロンプティング・ベストプラクティス — 公式ガイドの要点,https://qiita.com/y-morimatsu/items/ea44baec84417d36b85d,y-morimatsu,30,0,30,0,21,1,0,,2026-06-01T14:49:13+09:00,"AI,エージェント,プロンプトエンジニアリング,ClaudeCode,Opus4.8"
21,bab35c7b58a664d3b8f1,Claude Code セキュリティガードレール 実装テンプレ集 — コピペで使える settings.json と hook スクリプト,https://qiita.com/nogataka/items/bab35c7b58a664d3b8f1,nogataka,29,3,26,2,25,4,0,,2026-06-23T14:00:33+09:00,"Security,生成AI,AI駆動開発,AIエージェント,ClaudeCode"
22,5ca0c12a8495530f7d09,Claude Code と Codex のレート残量を確認するためにブラウザを開くのをやめた話,https://qiita.com/tatsuya582/items/5ca0c12a8495530f7d09,tatsuya582,28,0,41,0,22,0,0,,2026-06-10T09:01:43+09:00,"ShellScript,codex,生成AI,Claude,ClaudeCode"
23,a5234436a61194e24df7,出たてほやほやのClaude Opus 4.8を整理してみた,https://qiita.com/kaichan_dot/items/a5234436a61194e24df7,kaichan_dot,27,0,48,0,23,0,0,,2026-05-29T04:38:36+09:00,"AI,駆け出しエンジニア,LLM,Claude,ClaudeCode"
24,5097f0575b58f4c69b81,Claude Code を司令塔に、Antigravity CLI（Gemini 3.5 Flash）を実装役として使う環境構築【従量課金ゼロ】,https://qiita.com/fallout/items/5097f0575b58f4c69b81,fallout,27,0,19,0,24,0,0,,2026-06-13T21:46:14+09:00,"MCP,Gemini,Claude,Antigravity,Fable"
25,5c5bffcbb53241ed5b54,Claude Code × Codex × Obsidian Vault ― AI 二刀流で作る「何でも相談」環境の全設定公開,https://qiita.com/htani0817/items/5c5bffcbb53241ed5b54,htani0817,25,1,24,0,26,1,0,,2026-06-17T00:05:47+09:00,"AI,個人開発,Obsidian,Claude,ClaudeCode"
26,0ea0ebf709eb00230b93,Claude Code / GitHub Copilot のトークン消費を手軽に削減する2つのツール,https://qiita.com/rairaii/items/0ea0ebf709eb00230b93,rairaii,24,0,21,0,27,1,0,,2026-06-09T15:17:32+09:00,"RTK,GitHubCopilot,ClaudeCode,caveman,token削減"
27,345691e0d2260d5f34a5,並列で思考を分けたら、AIレビューの精度もコンテキスト効率も同時に上がった話,https://qiita.com/fwatanab/items/345691e0d2260d5f34a5,fwatanab,23,0,25,2,28,1,0,,2026-06-23T10:38:25+09:00,"設計,AI,コードレビュー,マルチエージェント,ClaudeCode"
28,356e5f1dba112a075be1,正直に言う。お前のClaude Codeの使い方は間違っている,https://qiita.com/tehito/items/356e5f1dba112a075be1,tehito,21,20,35,34,382,354,0,,2026-06-25T22:43:05+09:00,"AI,個人開発,生成AI,ClaudeCode"
29,a9677b1874b320c79f81,Claude DesignからClaude Codeへ。AI駆動開発でデザインから実装まで試してみた,https://qiita.com/t0hara/items/a9677b1874b320c79f81,t0hara,21,0,24,0,29,0,0,,2026-06-04T10:58:16+09:00,"cloudflare,個人開発,AI駆動開発,ClaudeCode,ClaudeDesign"
30,04b86ec7601e055c6fe8,Claude Code Action と Copilot レビューで GitHub Actions の失敗を自己修復するパイプラインを作った話,https://qiita.com/jqit-yukiono/items/04b86ec7601e055c6fe8,jqit-yukiono,21,0,24,0,30,0,0,,2026-06-01T11:36:12+09:00,"Git,Jenkins,GitHubActions,GitHubCopilot,ClaudeCode"
31,62dd7aabb4e043c61046,【freee MCP】経理にClaudeを雇う時代？請求書下書きワークフローをSkill化してみた,https://qiita.com/TMiyamoto/items/62dd7aabb4e043c61046,TMiyamoto,20,0,22,0,32,1,0,,2026-06-09T19:56:08+09:00,"自動化,AI,freee,MCP,Claude"
32,03529caccd796a8a8dcf,Claude Codeのフックで「自分専用セカンドブレイン」を作る ─ 10本超のフック構成と実装例,https://qiita.com/tateishi-t/items/03529caccd796a8a8dcf,tateishi-t,20,0,15,0,33,1,0,,2026-06-03T21:55:33+09:00,"自動化,hooks,Obsidian,Anthropic,ClaudeCode"
33,8965ba4f5840807031cb,Claude Codeと一緒に、MagicPodのWebAPI × TypeScript自動テストを作った話,https://qiita.com/ayshiina/items/8965ba4f5840807031cb,ayshiina,19,0,27,0,34,1,0,,2026-06-02T16:45:41+09:00,"TypeScript,自動テスト,QA,MagicPod,ClaudeCode"
