rank,id,title,url,user_id,stocks_count,stocks_delta,likes_count,likes_delta,previous_rank,rank_delta,comments_count,page_views_count,created_at,tags
1,5818688d20225aa8088a,Claude Code、とりあえずこれ読んどけばOKなまとめ（2026年版）,https://qiita.com/fuyunoki/items/5818688d20225aa8088a,fuyunoki,321,1,295,4,1,0,1,,2026-07-11T19:39:54+09:00,"AI,新卒エンジニア,Claude,AI活用,ClaudeCode"
2,e54c70c90c6aa84d0f66,CLAUDE.md 設計パターン集──プロジェクト規模別に使い分ける7つのテンプレート,https://qiita.com/hikariclaude01/items/e54c70c90c6aa84d0f66,hikariclaude01,221,2,182,7,2,0,0,,2026-07-20T10:01:57+09:00,"ClaudeCode,AI,開発環境,プロンプトエンジニアリング,開発効率化"
3,e9ee8e26cfdc40a8c2f9,マルチエージェントに関する論文を40本再実装してみて分かったこと,https://qiita.com/Koukyosyumei/items/e9ee8e26cfdc40a8c2f9,Koukyosyumei,118,1,158,1,3,0,0,,2026-07-17T07:54:35+09:00,"codex,ChatGPT,AIエージェント,マルチエージェント,ClaudeCode"
4,78d45bee1160d059c972,そのスキル、本当に効いてる？ Agent Skills を「評価」する3つのツールを比べてみた,https://qiita.com/Syoitu/items/78d45bee1160d059c972,Syoitu,84,0,70,0,4,0,0,,2026-07-09T16:17:51+09:00,"AI,SKILLS,スキル,ClaudeCode,AgentSkills"
5,14df505c7023f665c585,AI⇔人間 がdiff上にコメントを書き合える「hunk」がすごい,https://qiita.com/kuma_3838/items/14df505c7023f665c585,kuma_3838,78,1,104,1,5,0,0,,2026-07-13T09:12:45+09:00,"Git,Terminal,AI,コードレビュー,ClaudeCode"
6,d442ed23d24245b789a0,トークンをケチるな、設計しろ：GitHub Copilotを賢く使うコンテキスト戦略,https://qiita.com/ochtum/items/d442ed23d24245b789a0,ochtum,73,0,61,0,6,0,0,,2026-07-02T01:59:06+09:00,"MCP,GitHubCopilot,生成AI,AIエージェント,コンテキストエンジニアリング"
7,db3defd280f765c135ec,Claude Code で HTML を出力する際に CSS フレームワークを指定すると便利,https://qiita.com/QUANON/items/db3defd280f765c135ec,QUANON,62,1,62,1,7,0,0,,2026-07-03T18:12:43+09:00,ClaudeCode
8,438336db3684cf662321,Claude Code「/config」設定の教科書 ― 全42項目を1つずつ解説＋おすすめ設定（v2.1.220対応）,https://qiita.com/f_uto/items/438336db3684cf662321,f_uto,54,13,46,8,9,1,0,,2026-07-27T22:21:33+09:00,"ClaudeCode,Config,Claude"
9,88508215a8e22b169166,"15年前の『アジャイルサムライ』、AI時代に古びたのは""作るコスト""の教えだけだった",https://qiita.com/tatsuya582/items/88508215a8e22b169166,tatsuya582,47,0,87,0,8,-1,0,,2026-07-10T09:58:51+09:00,"ポエム,AI,生成AI,AIエージェント,ClaudeCode"
10,11358e8e8966d5e48a09,AIエージェントがあれば技術書なんてすぐ書けるでしょ、と思ったが無理だった,https://qiita.com/watany/items/11358e8e8966d5e48a09,watany,39,-1,79,0,10,0,1,,2026-07-25T15:46:06+09:00,"AI,生成AI,LLM,ClaudeCode,執筆"
11,6102ef63dc60c7e6ee3d,AWS MCP Serverが普通に使えるようになったよ！,https://qiita.com/moritalous/items/6102ef63dc60c7e6ee3d,moritalous,38,1,58,0,11,0,0,,2026-07-11T07:19:30+09:00,"AWS,MCP,Claude,awsmcp"
12,3bd4696237ea64c38971,Claude Code・Codex用に、超爆速で超安全なサンドボックスを作る方法,https://qiita.com/Koukyosyumei/items/3bd4696237ea64c38971,Koukyosyumei,37,0,43,0,12,0,0,,2026-07-10T12:34:58+09:00,"Security,codex,Anthropic,AIエージェント,ClaudeCode"
13,2f38d32328996d826d48,コードを書かせるだけは、正直もったいない。Claude Codeを「先生」として使い倒す5つのプロンプト,https://qiita.com/jqit_suwa/items/2f38d32328996d826d48,jqit_suwa,33,0,31,0,13,0,0,,2026-07-15T08:29:02+09:00,"AI,学習,生成AI,プロンプトエンジニアリング,ClaudeCode"
14,cea574550613de33a114,CLAUDE.md は21セクションか、8行か — 公式ドキュメントで決着をつけた,https://qiita.com/jqit_suwa/items/cea574550613de33a114,jqit_suwa,30,7,25,9,17,3,0,,2026-07-30T09:47:06+09:00,"Claude,ClaudeCode,Anthropic,AI,プロンプトエンジニアリング"
15,9cf96baae4b01bbeb6d6,非エンジニアが気楽に始める仕様駆動開発,https://qiita.com/ynmc0214/items/9cf96baae4b01bbeb6d6,ynmc0214,29,1,34,1,14,-1,2,,2026-07-25T15:31:37+09:00,"仕様駆動開発,ClaudeCode,非エンジニア,個人開発,入門"
16,89fcfd2702ecba65c74d, Claude でクレジット100ドルが付与されたので、 Fable を使ってサブエージェントを作って「小規模開発チーム」基盤を作った,https://qiita.com/su3-hokkaido/items/89fcfd2702ecba65c74d,su3-hokkaido,28,6,26,5,18,2,0,,2026-07-27T21:43:26+09:00,"ClaudeCode,Claude,AI,Fable5,ハーネスエンジニアリング"
17,e07a4d45ca5cf2ff14ef,Claude Codeで技術面接の壁打ち相手を作ってみませんか,https://qiita.com/kuma_3838/items/e07a4d45ca5cf2ff14ef,kuma_3838,27,0,38,0,15,-2,0,,2026-07-16T08:39:44+09:00,"初心者,AI,転職,SKILLS,ClaudeCode"
18,1766dd6bbd308222f71b,【ClaudeCode】コスト発生要因から考えるトークン消費最適化術【トークン】,https://qiita.com/Nana_777/items/1766dd6bbd308222f71b,Nana_777,23,8,31,9,32,14,2,,2026-07-28T06:07:03+09:00,"ClaudeCode,AWS,トークン最適化,トークン,AI"
19,575cc42b5dafe8697447,skills.shのおすすめスキルまとめ,https://qiita.com/hokutoh/items/575cc42b5dafe8697447,hokutoh,23,0,28,0,16,-3,0,,2026-07-19T15:19:46+09:00,"SKILLS,skills.sh,ClaudeCode,AgentSkills,VibeCoding"
20,02357fd5b91be7b806cb,初心者でもわかる！ Python で学ぶマクロ経済学入門 全100回 総復習,https://qiita.com/maskot1977/items/02357fd5b91be7b806cb,maskot1977,22,1,21,0,20,0,1,,2026-07-21T02:54:24+09:00,"Python,ChatGPT,ClaudeCode,Gemini,マクロ経済学"
21,5e5ec4d5e96b12fbc75c,ナレッジ83件を2時間で作った。でも腐るのは、もっと速かった,https://qiita.com/yamada-iknow/items/5e5ec4d5e96b12fbc75c,yamada-iknow,21,0,28,0,19,-2,0,,2026-07-10T07:00:29+09:00,"MCP,cursor,iknow,生成AI,ClaudeCode"
22,466f757f73516abb8ec3,5つのAIに「共通の記憶」を持たせてみた 〜Obsidianをみんなの“外部脳”にする〜,https://qiita.com/meccha__eeyan/items/466f757f73516abb8ec3,meccha__eeyan,21,1,15,1,21,-1,0,,2026-07-02T00:30:41+09:00,"VSCode,Obsidian,GitHubCopilot,ClaudeCode,OpenClaw"
