rank,id,title,url,user_id,stocks_count,stocks_delta,likes_count,likes_delta,previous_rank,rank_delta,comments_count,page_views_count,created_at,tags
1,5818688d20225aa8088a,Claude Code、とりあえずこれ読んどけばOKなまとめ（2026年版）,https://qiita.com/fuyunoki/items/5818688d20225aa8088a,fuyunoki,339,9,303,5,1,0,1,,2026-07-11T19:39:54+09:00,"AI,新卒エンジニア,Claude,AI活用,ClaudeCode"
2,e54c70c90c6aa84d0f66,CLAUDE.md 設計パターン集──プロジェクト規模別に使い分ける7つのテンプレート,https://qiita.com/hikariclaude01/items/e54c70c90c6aa84d0f66,hikariclaude01,234,6,195,6,2,0,0,,2026-07-20T10:01:57+09:00,"ClaudeCode,AI,開発環境,プロンプトエンジニアリング,開発効率化"
3,e9ee8e26cfdc40a8c2f9,マルチエージェントに関する論文を40本再実装してみて分かったこと,https://qiita.com/Koukyosyumei/items/e9ee8e26cfdc40a8c2f9,Koukyosyumei,121,3,162,2,3,0,0,,2026-07-17T07:54:35+09:00,"codex,ChatGPT,AIエージェント,マルチエージェント,ClaudeCode"
4,78d45bee1160d059c972,そのスキル、本当に効いてる？ Agent Skills を「評価」する3つのツールを比べてみた,https://qiita.com/Syoitu/items/78d45bee1160d059c972,Syoitu,84,0,71,0,4,0,0,,2026-07-09T16:17:51+09:00,"AI,SKILLS,スキル,ClaudeCode,AgentSkills"
5,14df505c7023f665c585,AI⇔人間 がdiff上にコメントを書き合える「hunk」がすごい,https://qiita.com/kuma_3838/items/14df505c7023f665c585,kuma_3838,80,0,106,1,5,0,0,,2026-07-13T09:12:45+09:00,"Git,Terminal,AI,コードレビュー,ClaudeCode"
6,438336db3684cf662321,Claude Code「/config」設定の教科書 ― 全42項目を1つずつ解説＋おすすめ設定（v2.1.220対応）,https://qiita.com/f_uto/items/438336db3684cf662321,f_uto,58,2,49,2,6,0,0,,2026-07-27T22:21:33+09:00,"ClaudeCode,Config,Claude"
7,d526fb7cdbe35a3f9384,Claude Code／Codexに中～大規模開発を任せるためのタスク管理,https://qiita.com/Y-Y-dev/items/d526fb7cdbe35a3f9384,Y-Y-dev,51,37,39,32,32,25,0,,2026-08-02T08:38:39+09:00,"Claude,codex"
8,88508215a8e22b169166,"15年前の『アジャイルサムライ』、AI時代に古びたのは""作るコスト""の教えだけだった",https://qiita.com/tatsuya582/items/88508215a8e22b169166,tatsuya582,47,0,87,0,7,-1,0,,2026-07-10T09:58:51+09:00,"ポエム,AI,生成AI,AIエージェント,ClaudeCode"
9,cea574550613de33a114,CLAUDE.md は21セクションか、8行か — 公式ドキュメントで決着をつけた,https://qiita.com/jqit_suwa/items/cea574550613de33a114,jqit_suwa,46,0,46,0,8,-1,0,,2026-07-30T09:47:06+09:00,"Claude,ClaudeCode,Anthropic,AI,プロンプトエンジニアリング"
10,11358e8e8966d5e48a09,AIエージェントがあれば技術書なんてすぐ書けるでしょ、と思ったが無理だった,https://qiita.com/watany/items/11358e8e8966d5e48a09,watany,41,0,83,3,9,-1,1,,2026-07-25T15:46:06+09:00,"AI,生成AI,LLM,ClaudeCode,執筆"
11,6102ef63dc60c7e6ee3d,AWS MCP Serverが普通に使えるようになったよ！,https://qiita.com/moritalous/items/6102ef63dc60c7e6ee3d,moritalous,40,0,59,0,10,-1,0,,2026-07-11T07:19:30+09:00,"AWS,MCP,Claude,awsmcp"
12,89fcfd2702ecba65c74d, Claude でクレジット100ドルが付与されたので、 Fable を使ってサブエージェントを作って「小規模開発チーム」基盤を作った,https://qiita.com/su3-hokkaido/items/89fcfd2702ecba65c74d,su3-hokkaido,40,3,37,3,12,0,0,,2026-07-27T21:43:26+09:00,"ClaudeCode,Claude,AI,Fable5,ハーネスエンジニアリング"
13,3bd4696237ea64c38971,Claude Code・Codex用に、超爆速で超安全なサンドボックスを作る方法,https://qiita.com/Koukyosyumei/items/3bd4696237ea64c38971,Koukyosyumei,37,0,43,0,11,-2,0,,2026-07-10T12:34:58+09:00,"Security,codex,Anthropic,AIエージェント,ClaudeCode"
