rank,id,title,url,user_id,stocks_count,stocks_delta,likes_count,likes_delta,previous_rank,rank_delta,comments_count,page_views_count,created_at,tags
1,356e5f1dba112a075be1,正直に言う。お前のClaude Codeの使い方は間違っている,https://qiita.com/tehito/items/356e5f1dba112a075be1,tehito,674,6,924,3,1,0,10,,2026-06-25T22:43:05+09:00,"AI,個人開発,生成AI,ClaudeCode"
2,97ed37e7ba9c38dc75d8,入門から実践 -「🔁 ループエンジニアリング」,https://qiita.com/Syoitu/items/97ed37e7ba9c38dc75d8,Syoitu,321,0,349,0,2,0,0,,2026-06-20T15:32:57+09:00,"Agent,Claude,ClaudeCode,Mastra,AgentCore"
3,b859f1578191a1e15808,Claude Code を4ヶ月使ってわかった、おすすめコマンド・スキル 10 選,https://qiita.com/wataru86/items/b859f1578191a1e15808,wataru86,208,2,212,0,3,0,1,,2026-06-26T18:57:33+09:00,"SKILLS,ClaudeCode"
4,68d1a29728e5ee339779,【AI駆動開発】AIに「図を描いて」と頼むと“それっぽいけど使えない図”が出てくる問題を、draw.io生成スキルで倒した,https://qiita.com/enomoso_pm/items/68d1a29728e5ee339779,enomoso_pm,205,0,191,1,4,0,1,,2026-06-18T02:16:47+09:00,"AI,要件定義,プロジェクトマネジメント,Claude,AI駆動開発"
5,5818688d20225aa8088a,Claude Code、とりあえずこれ読んどけばOKなまとめ（2026年版）,https://qiita.com/fuyunoki/items/5818688d20225aa8088a,fuyunoki,149,1,142,3,5,0,1,,2026-07-11T19:39:54+09:00,"AI,新卒エンジニア,Claude,AI活用,ClaudeCode"
6,735ebfa8504fc658c812,【draw.io】エンジニアの「雑なMermaid」を、綺麗な図解に変換する【アップデート版】,https://qiita.com/ktdatascience/items/735ebfa8504fc658c812,ktdatascience,128,0,115,0,6,0,0,,2026-06-20T14:34:06+09:00,"初心者,mermaid,drawio,生成AI,Claude"
7,cfe5ba40a56b3dbf6a4b,バイブコーディングが「RPA問題」を再演している。属人化・重複・ブラックボックスを防ぐ最小ガバナンス設計,https://qiita.com/hirashima-gmoconnect/items/cfe5ba40a56b3dbf6a4b,hirashima-gmoconnect,74,0,109,0,8,1,0,,2026-06-22T12:12:13+09:00,"AI,RPA,ガバナンス,ClaudeCode,VibeCoding"
8,d442ed23d24245b789a0,トークンをケチるな、設計しろ：GitHub Copilotを賢く使うコンテキスト戦略,https://qiita.com/ochtum/items/d442ed23d24245b789a0,ochtum,72,0,60,0,9,1,0,,2026-07-02T01:59:06+09:00,"MCP,GitHubCopilot,生成AI,AIエージェント,コンテキストエンジニアリング"
9,78d45bee1160d059c972,そのスキル、本当に効いてる？ Agent Skills を「評価」する3つのツールを比べてみた,https://qiita.com/Syoitu/items/78d45bee1160d059c972,Syoitu,69,2,61,2,10,1,0,,2026-07-09T16:17:51+09:00,"AI,SKILLS,スキル,ClaudeCode,AgentSkills"
10,4d2a551f89f6b4f94b01,Claude Code の無料セキュリティ監査プラグインで脆弱性を自動検出・修正してみる,https://qiita.com/nogataka/items/4d2a551f89f6b4f94b01,nogataka,66,0,55,3,11,1,1,,2026-06-30T11:32:04+09:00,"Security,AI,脆弱性診断,DevSecOps,ClaudeCode"
11,db3defd280f765c135ec,Claude Code で HTML を出力する際に CSS フレームワークを指定すると便利,https://qiita.com/QUANON/items/db3defd280f765c135ec,QUANON,51,1,50,1,13,2,0,,2026-07-03T18:12:43+09:00,ClaudeCode
12,2c9d2686bdbc5e085191,Claude Codeは「コードを書くAI」で終わらせるな：公式 document-skills でPDF・Excel・Word・PowerPointまで自動化する,https://qiita.com/4q_sano/items/2c9d2686bdbc5e085191,4q_sano,43,0,41,1,14,2,0,21101,2026-06-27T14:39:13+09:00,ClaudeCode
13,2f9ad10282775dcbd647,速報！！StreamlitがAWSにサーバーレスでホスティングできるようになった！！ #LambdaMicroVMs,https://qiita.com/moritalous/items/2f9ad10282775dcbd647,moritalous,42,0,64,0,15,2,0,,2026-06-29T07:08:23+09:00,"AWS,lambda,bedrock,Streamlit,Claude"
14,14df505c7023f665c585,AI⇔人間 がdiff上にコメントを書き合える「hunk」がすごい,https://qiita.com/kuma_3838/items/14df505c7023f665c585,kuma_3838,38,1,59,2,17,3,0,,2026-07-13T09:12:45+09:00,"Git,Terminal,AI,コードレビュー,ClaudeCode"
15,bab35c7b58a664d3b8f1,Claude Code セキュリティガードレール 実装テンプレ集 — コピペで使える settings.json と hook スクリプト,https://qiita.com/nogataka/items/bab35c7b58a664d3b8f1,nogataka,38,0,30,0,16,1,0,,2026-06-23T14:00:33+09:00,"Security,生成AI,AI駆動開発,AIエージェント,ClaudeCode"
16,3bd4696237ea64c38971,Claude Code・Codex用に、超爆速で超安全なサンドボックスを作る方法,https://qiita.com/Koukyosyumei/items/3bd4696237ea64c38971,Koukyosyumei,36,0,41,3,18,2,0,,2026-07-10T12:34:58+09:00,"Security,codex,Anthropic,AIエージェント,ClaudeCode"
17,88508215a8e22b169166,"15年前の『アジャイルサムライ』、AI時代に古びたのは""作るコスト""の教えだけだった",https://qiita.com/tatsuya582/items/88508215a8e22b169166,tatsuya582,35,1,72,2,19,2,0,,2026-07-10T09:58:51+09:00,"ポエム,AI,生成AI,AIエージェント,ClaudeCode"
18,d457f309e33c4602a693,"AWSの""俯瞰""構成図を自動生成する ── 見やすさを機械チェックしながら量産した話",https://qiita.com/ntaka329/items/d457f309e33c4602a693,ntaka329,34,0,40,0,20,2,0,,2026-06-24T12:02:25+09:00,"SVG,AWS,構成図,生成AI,ClaudeCode"
19,6102ef63dc60c7e6ee3d,AWS MCP Serverが普通に使えるようになったよ！,https://qiita.com/moritalous/items/6102ef63dc60c7e6ee3d,moritalous,30,0,55,0,22,3,0,,2026-07-11T07:19:30+09:00,"AWS,MCP,Claude,awsmcp"
20,8f99cc6fc97541a14b76,AIエージェントを“セキュリティのプロ”に変える817個のスキル集 — Claude Code / Codex / Cursor / Copilot対応OSSを読み解く,https://qiita.com/nogataka/items/8f99cc6fc97541a14b76,nogataka,29,0,28,0,23,3,0,,2026-06-26T10:50:21+09:00,"Security,OSS,生成AI,AIエージェント,ClaudeCode"
21,345691e0d2260d5f34a5,並列で思考を分けたら、AIレビューの精度もコンテキスト効率も同時に上がった話,https://qiita.com/fwatanab/items/345691e0d2260d5f34a5,fwatanab,26,0,30,0,24,3,0,,2026-06-23T10:38:25+09:00,"設計,AI,コードレビュー,マルチエージェント,ClaudeCode"
22,2f38d32328996d826d48,コードを書かせるだけは、正直もったいない。Claude Codeを「先生」として使い倒す5つのプロンプト,https://qiita.com/jqit_suwa/items/2f38d32328996d826d48,jqit_suwa,26,2,25,1,25,3,0,,2026-07-15T08:29:02+09:00,"AI,学習,生成AI,プロンプトエンジニアリング,ClaudeCode"
23,2783f25816699e8318cc,AIエージェントにサボらせないSkillsの書き方 — 7つの設計手法＋サボり度測定Skill付き,https://qiita.com/nogataka/items/2783f25816699e8318cc,nogataka,24,0,18,0,26,3,0,,2026-06-26T17:12:31+09:00,"OSS,生成AI,プロンプトエンジニアリング,AIエージェント,ClaudeCode"
24,c16ce85f625be66f9796,簡単コピペで使えるループエンジニアリング・カタログ50選 ― Loop Libraryで自動化を今すぐ始める,https://qiita.com/nogataka/items/c16ce85f625be66f9796,nogataka,22,0,21,0,27,3,0,,2026-06-22T12:36:42+09:00,"開発効率化,生成AI,LLM,AIエージェント,ClaudeCode"
25,5e5ec4d5e96b12fbc75c,ナレッジ83件を2時間で作った。でも腐るのは、もっと速かった,https://qiita.com/yamada-iknow/items/5e5ec4d5e96b12fbc75c,yamada-iknow,21,1,27,1,28,3,0,,2026-07-10T07:00:29+09:00,"MCP,cursor,iknow,生成AI,ClaudeCode"
26,5e6f9ca459b04567b0ec,API従量課金なしでLLM定期タスクを動かす：Claude Code Routines + Slack活用事例,https://qiita.com/t0hara/items/5e6f9ca459b04567b0ec,t0hara,20,0,25,0,29,3,0,,2026-06-22T20:19:17+09:00,"自動化,AI,LLM,Claude,ClaudeCode"
27,61985c6743b89aa6924b,Jenkinsの失敗ログをn8nで回収してClaudeに原因調査させ、Slackへ自動通知する,https://qiita.com/jqit-yukiono/items/61985c6743b89aa6924b,jqit-yukiono,20,0,22,0,30,3,0,,2026-06-29T02:47:24+09:00,"Jenkins,Slack,CICD,n8n,Claude"
28,15f57336baed3ef64a10,Claude Code の「待ち」がもったいないので、worktree で並列開発してみた,https://qiita.com/yasuto_88/items/15f57336baed3ef64a10,yasuto_88,20,0,21,0,31,3,0,,2026-06-23T09:35:23+09:00,"Git,AI,worktree,AIエージェント,ClaudeCode"
29,b78d9d8cd39967df4119,SDD（Spec-Driven Development）とLoop Engineeringの関係 ― superpowersは両者を統合したハーネスだった,https://qiita.com/nogataka/items/b78d9d8cd39967df4119,nogataka,20,0,18,0,32,3,0,,2026-06-29T08:24:40+09:00,"codex,生成AI,LLM,AIエージェント,ClaudeCode"
30,466f757f73516abb8ec3,5つのAIに「共通の記憶」を持たせてみた 〜Obsidianをみんなの“外部脳”にする〜,https://qiita.com/meccha__eeyan/items/466f757f73516abb8ec3,meccha__eeyan,20,1,13,0,34,4,0,,2026-07-02T00:30:41+09:00,"VSCode,Obsidian,GitHubCopilot,ClaudeCode,OpenClaw"
31,8168cd532e692ebcd4b0,バズってる「STORMプロンプト」、実は一番大事な部分が抜けてます【Stanford論文ベース】,https://qiita.com/jqit_suwa/items/8168cd532e692ebcd4b0,jqit_suwa,19,0,20,0,33,2,0,,2026-06-24T09:04:53+09:00,"storm,生成AI,LLM,プロンプトエンジニアリング,Claude"
32,2a94504c1b273c5f1005,AI時代のPMスキルはプロンプトではない ― 判断を「資産」に変えるループエンジニアリング,https://qiita.com/nogataka/items/2a94504c1b273c5f1005,nogataka,18,0,17,0,35,3,0,,2026-06-22T12:36:49+09:00,"プロダクトマネジメント,生成AI,LLM,AIエージェント,ClaudeCode"
33,dd2e5075ea0d59ee3a36,テーブル設計をskillsでレビューしてみませんか,https://qiita.com/kuma_3838/items/dd2e5075ea0d59ee3a36,kuma_3838,17,0,34,0,36,3,0,,2026-06-29T09:17:05+09:00,"DB,初心者,アンチパターン,SKILLS,ClaudeCode"
34,ad15d1fcf838decc3c8a,1人で8プロジェクトを並列開発する「業務OS」— Claude Code worktree × Skill × 公開前ゲート × Obsidianミラーvault,https://qiita.com/TaichiEndoh/items/ad15d1fcf838decc3c8a,TaichiEndoh,17,0,5,0,37,3,0,,2026-07-06T20:27:45+09:00,"Git,開発環境,個人開発,Obsidian,ClaudeCode"
35,e07a4d45ca5cf2ff14ef,Claude Codeで技術面接の壁打ち相手を作ってみませんか,https://qiita.com/kuma_3838/items/e07a4d45ca5cf2ff14ef,kuma_3838,16,10,27,7,78,43,0,,2026-07-16T08:39:44+09:00,"初心者,AI,転職,SKILLS,ClaudeCode"
36,eb5d3a1fc1255538eb8e,「便利なプロンプト、自分しか使ってない」を解決する ─ 個人技をチームの仕組みに変えた半年間,https://qiita.com/ktsubone/items/eb5d3a1fc1255538eb8e,ktsubone,15,0,19,0,38,2,0,,2026-06-19T18:35:45+09:00,"テスト,チーム開発,MCP,生成AI,ClaudeCode"
37,eac4ead047f8c9c9001a,Claude CodeのスキルでNew Relic CLIとBacklog MCPを組み合わせ、エラー調査と進捗管理を自動化した話,https://qiita.com/morimune/items/eac4ead047f8c9c9001a,morimune,15,0,17,0,39,2,0,,2026-06-22T19:25:05+09:00,"NewRelic,Backlog,自動化,AI,ClaudeCode"
38,dceec286ecc8acb3010b,AIが書いたコード、「読めない」まま進めてませんか — 未経験が最初に押さえる「読む技術」5観点,https://qiita.com/ennagara128/items/dceec286ecc8acb3010b,ennagara128,15,0,16,0,40,2,0,,2026-06-26T11:27:51+09:00,"初心者,TypeScript,Next.js,生成AI,ClaudeCode"
39,123c16729211d16b0816,Claude Code 公式プラグインと組み込みコマンドの関係 ― 純正36件を5分類して「重複・補完・逆移行」を整理する,https://qiita.com/shohei_yamamoto/items/123c16729211d16b0816,shohei_yamamoto,15,0,15,0,41,2,0,,2026-06-29T17:53:59+09:00,"生成AI,Anthropic,Claude,AIエージェント,ClaudeCode"
40,8fafc5cc522b5eb655da,このプロンプトをAIエージェントに貼り付けて、Kaggleのベースラインを作ろう！,https://qiita.com/Isaka-code/items/8fafc5cc522b5eb655da,Isaka-code,14,0,31,0,42,2,0,,2026-07-03T19:20:29+09:00,"機械学習,Kaggle,codex,AIエージェント,ClaudeCode"
41,67a549fc3c39877bd587,無料でコーディングエージェントが欲しい時に（Gemma 4 + Ollama + Mastra Harness）,https://qiita.com/Syoitu/items/67a549fc3c39877bd587,Syoitu,14,0,16,1,43,2,0,,2026-06-22T22:46:33+09:00,"Gemma,ollama,ClaudeCode,Mastra,AISDK"
42,0071f71ba102d2125c13,Claude Code のコンテキスト管理とトークン消費を抑える運用方法,https://qiita.com/Yasushi-Mo/items/0071f71ba102d2125c13,Yasushi-Mo,14,2,14,2,51,9,0,,2026-07-01T12:52:08+09:00,"生成AI,Claude,AI駆動開発,ClaudeCode"
43,bad6d9e769d9a0e41c19,【超入門】ループエンジニアリングとは ― 5つの要素と進め方を初心者向けに整理,https://qiita.com/nogataka/items/bad6d9e769d9a0e41c19,nogataka,14,0,8,0,44,1,0,,2026-06-22T12:34:18+09:00,"初心者,生成AI,LLM,AIエージェント,ClaudeCode"
44,7dfc85770cf5132f3d1c,15個の仕込みバグで比較：ClaudeとCodexのコードレビューは、モデルより「レビュー方式」で差が出た,https://qiita.com/kunitomo926/items/7dfc85770cf5132f3d1c,kunitomo926,13,0,34,1,45,1,0,,2026-07-08T07:49:45+09:00,"Plugin,codereview,codex,AI駆動開発,ClaudeCode"
45,74212606fbf4f01d82dd,Claude Codeの dataviz スキルが凄かった,https://qiita.com/leomarokun/items/74212606fbf4f01d82dd,leomarokun,13,0,29,0,46,1,0,,2026-07-04T00:50:03+09:00,"AI,DashBoard,SKILL,dataviz,ClaudeCode"
