rank,id,title,url,user_id,stocks_count,stocks_delta,likes_count,likes_delta,previous_rank,rank_delta,comments_count,page_views_count,created_at,tags
1,d526fb7cdbe35a3f9384,Claude Code／Codexに中～大規模開発を任せるためのタスク管理,https://qiita.com/Y-Y-dev/items/d526fb7cdbe35a3f9384,Y-Y-dev,302,26,271,25,1,0,1,,2026-08-02T08:38:39+09:00,"Claude,codex"
2,fe4b1810f45e4b6df166,新人AI禁止のあと、「新人AI制御教育ハーネス」を配った結果（Skill原文あり）,https://qiita.com/WdknWdkn/items/fe4b1810f45e4b6df166,WdknWdkn,122,15,178,20,3,1,1,,2026-08-19T23:48:07+09:00,"生成AI,ClaudeCode,新人プログラマ応援,AI,マネジメント"
3,438336db3684cf662321,Claude Code「/config」設定の教科書 ― 全42項目を1つずつ解説＋おすすめ設定（v2.1.220対応）,https://qiita.com/f_uto/items/438336db3684cf662321,f_uto,111,2,78,1,2,-1,0,,2026-07-27T22:21:33+09:00,"ClaudeCode,Config,Claude"
4,fd8f449f1dddcc9f31fe,【インシデント報告】Defender が有効なのに、開発機で5日間マイニングされていた,https://qiita.com/claudecat/items/fd8f449f1dddcc9f31fe,claudecat,98,4,116,2,4,0,5,,2026-08-16T11:59:04+09:00,"個人開発,Security,ClaudeCode,Windows,PowerShell"
5,cea574550613de33a114,CLAUDE.md は21セクションか、8行か — 公式ドキュメントで決着をつけた,https://qiita.com/jqit_suwa/items/cea574550613de33a114,jqit_suwa,72,0,66,0,5,0,0,,2026-07-30T09:47:06+09:00,"AI,Anthropic,Claude,ClaudeCode,プロンプトエンジニアリング"
6,11358e8e8966d5e48a09,AIエージェントがあれば技術書なんてすぐ書けるでしょ、と思ったが無理だった,https://qiita.com/watany/items/11358e8e8966d5e48a09,watany,67,1,114,0,6,0,2,,2026-07-25T15:46:06+09:00,"AI,生成AI,LLM,ClaudeCode,執筆"
7,320b4230c0b0c169ba13,AIエージェントの作業結果、マークダウンで読むの辛くない？ →「HTML共有くん」を作りました,https://qiita.com/minorun365/items/320b4230c0b0c169ba13,minorun365,66,0,94,1,7,0,2,,2026-08-16T02:41:46+09:00,"AI,AWS,ClaudeCode,CloudFront,S3"
8,224f55bc85b813930f61,ずぼらAI駆動開発、爆誕,https://qiita.com/nobu34/items/224f55bc85b813930f61,nobu34,59,1,69,0,8,0,3,,2026-08-05T09:22:29+09:00,"AI,ClaudeCode,AI駆動開発,tips,ポエム"
9,b4a874f0bbf91d378097,自分のHTML資産を増やすと、AIで見た目の良いサイトを作りやすくなる,https://qiita.com/uni928/items/b4a874f0bbf91d378097,uni928,50,0,55,1,9,0,0,,2026-08-07T12:45:45+09:00,"HTML,JavaScript,ChatGPT,AI,Claude"
10,89fcfd2702ecba65c74d, Claude でクレジット100ドルが付与されたので、 Fable を使ってサブエージェントを作って「小規模開発チーム」基盤を作った,https://qiita.com/su3-hokkaido/items/89fcfd2702ecba65c74d,su3-hokkaido,43,0,42,0,10,0,0,,2026-07-27T21:43:26+09:00,"ClaudeCode,Claude,AI,Fable5,ハーネスエンジニアリング"
