rank,id,title,url,user_id,stocks_count,stocks_delta,likes_count,likes_delta,previous_rank,rank_delta,comments_count,page_views_count,created_at,tags
1,e54c70c90c6aa84d0f66,CLAUDE.md 設計パターン集──プロジェクト規模別に使い分ける7つのテンプレート,https://qiita.com/hikariclaude01/items/e54c70c90c6aa84d0f66,hikariclaude01,274,3,227,2,1,0,0,,2026-07-20T10:01:57+09:00,"ClaudeCode,AI,開発環境,プロンプトエンジニアリング,開発効率化"
2,d526fb7cdbe35a3f9384,Claude Code／Codexに中～大規模開発を任せるためのタスク管理,https://qiita.com/Y-Y-dev/items/d526fb7cdbe35a3f9384,Y-Y-dev,147,1,125,1,2,0,0,,2026-08-02T08:38:39+09:00,"Claude,codex"
3,e9ee8e26cfdc40a8c2f9,マルチエージェントに関する論文を40本再実装してみて分かったこと,https://qiita.com/Koukyosyumei/items/e9ee8e26cfdc40a8c2f9,Koukyosyumei,128,0,166,0,3,0,0,,2026-07-17T07:54:35+09:00,"codex,ChatGPT,AIエージェント,マルチエージェント,ClaudeCode"
4,438336db3684cf662321,Claude Code「/config」設定の教科書 ― 全42項目を1つずつ解説＋おすすめ設定（v2.1.220対応）,https://qiita.com/f_uto/items/438336db3684cf662321,f_uto,102,0,72,0,4,0,0,,2026-07-27T22:21:33+09:00,"ClaudeCode,Config,Claude"
5,14df505c7023f665c585,AI⇔人間 がdiff上にコメントを書き合える「hunk」がすごい,https://qiita.com/kuma_3838/items/14df505c7023f665c585,kuma_3838,82,0,112,1,5,0,0,,2026-07-13T09:12:45+09:00,"Git,Terminal,AI,コードレビュー,ClaudeCode"
6,cea574550613de33a114,CLAUDE.md は21セクションか、8行か — 公式ドキュメントで決着をつけた,https://qiita.com/jqit_suwa/items/cea574550613de33a114,jqit_suwa,71,2,64,2,6,0,0,,2026-07-30T09:47:06+09:00,"Claude,ClaudeCode,Anthropic,AI,プロンプトエンジニアリング"
7,11358e8e8966d5e48a09,AIエージェントがあれば技術書なんてすぐ書けるでしょ、と思ったが無理だった,https://qiita.com/watany/items/11358e8e8966d5e48a09,watany,61,1,105,3,7,0,2,,2026-07-25T15:46:06+09:00,"AI,生成AI,LLM,ClaudeCode,執筆"
8,89fcfd2702ecba65c74d, Claude でクレジット100ドルが付与されたので、 Fable を使ってサブエージェントを作って「小規模開発チーム」基盤を作った,https://qiita.com/su3-hokkaido/items/89fcfd2702ecba65c74d,su3-hokkaido,43,0,42,0,8,0,0,,2026-07-27T21:43:26+09:00,"ClaudeCode,Claude,AI,Fable5,ハーネスエンジニアリング"
9,224f55bc85b813930f61,ずぼらAI駆動開発、爆誕,https://qiita.com/nobu34/items/224f55bc85b813930f61,nobu34,37,0,52,1,9,0,3,,2026-08-05T09:22:29+09:00,"AI,ClaudeCode,AI駆動開発,tips,ポエム"
10,1766dd6bbd308222f71b,【ClaudeCode】コスト発生要因から考えるトークン消費最適化術【トークン】,https://qiita.com/Nana_777/items/1766dd6bbd308222f71b,Nana_777,33,0,39,0,10,0,2,,2026-07-28T06:07:03+09:00,"ClaudeCode,AWS,トークン最適化,トークン,AI"
11,9cf96baae4b01bbeb6d6,非エンジニアが気楽に始める仕様駆動開発,https://qiita.com/ynmc0214/items/9cf96baae4b01bbeb6d6,ynmc0214,33,0,37,1,11,0,2,,2026-07-25T15:31:37+09:00,"仕様駆動開発,ClaudeCode,非エンジニア,個人開発,入門"
12,2f38d32328996d826d48,コードを書かせるだけは、正直もったいない。Claude Codeを「先生」として使い倒す5つのプロンプト,https://qiita.com/jqit_suwa/items/2f38d32328996d826d48,jqit_suwa,33,0,32,0,12,0,0,,2026-07-15T08:29:02+09:00,"AI,学習,生成AI,プロンプトエンジニアリング,ClaudeCode"
13,e07a4d45ca5cf2ff14ef,Claude Codeで技術面接の壁打ち相手を作ってみませんか,https://qiita.com/kuma_3838/items/e07a4d45ca5cf2ff14ef,kuma_3838,31,0,39,0,13,0,0,,2026-07-16T08:39:44+09:00,"初心者,AI,転職,SKILLS,ClaudeCode"
14,573178ed3b8a6a22ebb1,【便利】 Claude Codeの覚えておきたいスラッシュコマンドまとめ,https://qiita.com/tamashiro_nobuyuki/items/573178ed3b8a6a22ebb1,tamashiro_nobuyuki,30,2,23,3,16,2,0,,2026-08-06T11:00:03+09:00,"ClaudeCode,AI,開発効率化"
15,322286d2f1c16eca7459,受託PM10年の自分が『人月の死』を肌で感じでしまった話,https://qiita.com/enomoso_pm/items/322286d2f1c16eca7459,enomoso_pm,28,0,38,1,14,-1,1,,2026-07-19T06:35:34+09:00,"生成AI,AIエージェント,プロジェクトマネジメント,AI駆動開発,ClaudeCode"
16,575cc42b5dafe8697447,skills.shのおすすめスキルまとめ,https://qiita.com/hokutoh/items/575cc42b5dafe8697447,hokutoh,28,0,29,0,15,-1,0,,2026-07-19T15:19:46+09:00,"SKILLS,skills.sh,ClaudeCode,AgentSkills,VibeCoding"
17,b4a874f0bbf91d378097,自分のHTML資産を増やすと、AIで見た目の良いサイトを作りやすくなる,https://qiita.com/uni928/items/b4a874f0bbf91d378097,uni928,24,12,33,20,32,15,0,,2026-08-07T12:45:45+09:00,"HTML,JavaScript,ChatGPT,AI,Claude"
18,02357fd5b91be7b806cb,初心者でもわかる！ Python で学ぶマクロ経済学入門 全100回 総復習,https://qiita.com/maskot1977/items/02357fd5b91be7b806cb,maskot1977,23,0,23,1,17,-1,1,,2026-07-21T02:54:24+09:00,"Python,ChatGPT,ClaudeCode,Gemini,マクロ経済学"
19,2dee3e3d53080c3676a0,CLAUDE.md を厚くしても意味がなかった話,https://qiita.com/jqit_suwa/items/2dee3e3d53080c3676a0,jqit_suwa,22,0,29,0,18,-1,0,,2026-08-03T09:32:33+09:00,"AI,AIエージェント,Claude,ClaudeCode,LLM"
20,b10e70399e6830cc6ca8,【AI開発】脳の疲弊を減らすためにやったこと 〜魔法の言葉「平易な日本語」〜,https://qiita.com/damin_chan/items/b10e70399e6830cc6ca8,damin_chan,19,0,30,0,19,-1,0,,2026-07-15T10:46:51+09:00,"初心者エンジニア,codex,AI駆動開発,ClaudeCode"
21,74a96ce83dde5245407a,「最後に検証して」はもう書かなくていい — Claude Opus 5 でプロンプトの常識が逆転した4つのこと,https://qiita.com/jqit_suwa/items/74a96ce83dde5245407a,jqit_suwa,19,0,26,0,20,-1,0,,2026-07-28T13:08:47+09:00,"Claude,Anthropic,LLM,AI,ClaudeCode"
22,8f620b59852246903fce,現場でAIを使ったことが無いQAエンジニアがAIを活用する現場に参画してみた結果,https://qiita.com/tomoya_o/items/8f620b59852246903fce,tomoya_o,19,0,18,0,21,-1,0,,2026-07-22T23:11:30+09:00,"QA,QAエンジニア,生成AI,AIDD,ClaudeCode"
23,3deae323e2e54e72492c,ObsidianとClaudeCodeで公式ドキュメント群を「測定できるグラフRAG」に変換する — 軽量検索基盤の作成記録,https://qiita.com/yumaha/items/3deae323e2e54e72492c,yumaha,19,0,8,0,22,-1,0,,2026-07-21T09:22:28+09:00,"Obsidian,ClaudeCode,rag,Python,Markdown"
24,e1583af614a573e4b245,【前編】AI駆動開発、用語で挫折していませんか？ ——歴史をたどれば「Skills」も「Hooks」も一本の線でつながる,https://qiita.com/shou-dev19/items/e1583af614a573e4b245,shou-dev19,18,1,20,1,24,0,0,,2026-08-03T20:36:34+09:00,"ClaudeCode,AI駆動開発,生成AI,LLM,初心者"
25,5a3c6420cb0b2fa0e823,AI時代のドキュメント駆動開発のすすめ,https://qiita.com/Asahi_tech_dev/items/5a3c6420cb0b2fa0e823,Asahi_tech_dev,18,1,19,1,25,0,0,,2026-07-18T11:44:30+09:00,"ClaudeCode,codex,AI,AIエージェント"
26,2adb0c35fffb41514791,「インターネットはありません」と書いたプロンプトの外で、AI が実在企業3社に侵入していた,https://qiita.com/jqit_suwa/items/2adb0c35fffb41514791,jqit_suwa,17,0,22,0,23,-3,0,,2026-08-03T09:58:08+09:00,"AI,生成AI,AIエージェント,Claude,Security"
27,ac7d1201bd14e9a4e1ac,40万件のAI承認を分析したら、見逃し率が3倍違った — 危ないものほど、ちゃんと止められている,https://qiita.com/jqit_suwa/items/ac7d1201bd14e9a4e1ac,jqit_suwa,17,0,17,0,26,-1,0,,2026-08-07T08:50:56+09:00,"AI,生成AI,AIエージェント,ClaudeCode,Security"
28,467e10f4af6ff5cb84d5,Agent Skillsを備えたAntigravity CLIとアーキテクチャ設計対決した,https://qiita.com/satoshi-sugiyama/items/467e10f4af6ff5cb84d5,satoshi-sugiyama,17,0,14,0,27,-1,0,,2026-07-27T00:11:20+09:00,"GoogleCloud,Antigravity,Claude,CloudRun,AI"
29,5bfc4baad0c487475355,Codex/ClaudeとローカルLLMをつなげてみた,https://qiita.com/ichiken26/items/5bfc4baad0c487475355,ichiken26,15,0,14,0,28,-1,0,,2026-07-26T04:32:49+09:00,"ClaudeCode,ローカルLLM,AI駆動開発,AIエージェント,codex"
30,2f567a4e5854dce3e565,ローカル環境でClaudeCodeを初めて使ってみて驚嘆...,https://qiita.com/tamashiro_nobuyuki/items/2f567a4e5854dce3e565,tamashiro_nobuyuki,14,0,15,0,29,-1,0,,2026-07-13T10:39:11+09:00,"AI,VSCode,ClaudeCode"
31,ff9004b66b7761c4d34c,検証！Claude Codeのサブエージェント並列はお得なのか,https://qiita.com/tamashiro_nobuyuki/items/ff9004b66b7761c4d34c,tamashiro_nobuyuki,12,0,20,0,30,-1,0,,2026-07-30T11:28:20+09:00,ClaudeCode
32,2c9e2cc58c7744c6d7b1, Figma MCP × Claude Codeで、実装はどこまで自動化できるか,https://qiita.com/shibuya-ys/items/2c9e2cc58c7744c6d7b1,shibuya-ys,12,0,16,0,31,-1,0,,2026-07-30T16:38:56+09:00,"Claude,Figma,MCP,Swift"
33,c1d965a0d5bdc0c691c6,え!? 一週間でWebサービスを!? 出来らあっ!! 全自動開発のすゝめ,https://qiita.com/suzuyoshi/items/c1d965a0d5bdc0c691c6,suzuyoshi,12,0,7,0,33,0,0,,2026-07-15T18:43:29+09:00,"Opus,AI,ClaudeCode,AgentView,Fable5"
34,d9f0617a4e46c282d52a,【初学者向け】AIの知識ゼロから理解する、LLMの仕組み,https://qiita.com/shivvvvvv/items/d9f0617a4e46c282d52a,shivvvvvv,11,0,16,0,34,0,0,,2026-07-17T09:48:32+09:00,"AI,Gemini,ChatGPT,LLM,Claude"
35,602e632ed24243cbb97c,実験！Claude Code各モデルの消費トークン比較してみた！,https://qiita.com/tamashiro_nobuyuki/items/602e632ed24243cbb97c,tamashiro_nobuyuki,11,0,13,0,35,0,0,,2026-07-23T12:55:37+09:00,ClaudeCode
36,c75b139044362e18fa68,Google公式の Cloud Run MCP で、Claude Code にデプロイさせてみた,https://qiita.com/TaichiYamasaki/items/c75b139044362e18fa68,TaichiYamasaki,11,0,10,0,36,0,0,,2026-08-06T21:41:23+09:00,"AI,GoogleCloud,MCP,Claude,ClaudeCode"
37,169d7e20b6b540a9d69e,Notion × MCP × Claude Codeで『非エンジニアのタスク管理』を自動化する ― 議事録からチケット生成、進捗レポートまで全自動ワークフロー構築ガイド,https://qiita.com/hikariclaude01/items/169d7e20b6b540a9d69e,hikariclaude01,11,0,6,0,37,0,0,,2026-07-15T10:01:40+09:00,"自動化,ワークフロー,MCP,Notion,ClaudeCode"
38,1ee0282bd44b0376f8af,"AIへの指示力とは「""未知""を言語化する力」だった ―― Anthropicのブログを読んで",https://qiita.com/jinxin4869/items/1ee0282bd44b0376f8af,jinxin4869,10,0,28,1,38,0,0,,2026-07-14T23:58:39+09:00,"ポエム,AI,生成AI,LLM,ClaudeCode"
39,7db66f5a5aa306c68eb8,Claude Code の仕組み — ハーネスの動作と Claude API,https://qiita.com/megmogmog1965/items/7db66f5a5aa306c68eb8,megmogmog1965,10,0,15,0,39,0,0,,2026-07-30T21:55:51+09:00,"ClaudeCode,Claude,LLM,AI,Python"
40,b34c681c37d30b7585b7,「通知来てから動く」では間に合わない — AWS EOL を AI エージェントで先回り監視する,https://qiita.com/smz_310/items/b34c681c37d30b7585b7,smz_310,10,0,10,0,40,0,0,,2026-08-05T10:01:35+09:00,"AWS,Kiro,MCP,AIエージェント,運用"
41,46e675f6ced44dcd10ad,トークン浪費と性能低下を防ぐ、Claude Code の自動引き継ぎ hook を作った,https://qiita.com/tomada/items/46e675f6ced44dcd10ad,tomada,10,2,7,0,46,5,0,,2026-08-08T05:46:14+09:00,"ClaudeCode,Claude,hooks,AIエージェント,生成AI"
42,024e91ccb6393159c798,毎日137件公開されるCVE、正直ぜんぶ無視していませんか？,https://qiita.com/udowanllc/items/024e91ccb6393159c798,udowanllc,9,0,13,0,41,-1,0,,2026-08-04T00:29:32+09:00,"Security,脆弱性,生成AI,ClaudeCode,AI駆動開発"
43,6cd8c6ea583221e45def,もうClaudeのモデル選びで迷わない — Anthropicが教える独自Eval（評価テスト）と「期待通りに完了したタスク1件あたりのコスト」の測り方,https://qiita.com/nogataka/items/6cd8c6ea583221e45def,nogataka,9,1,8,1,47,4,1,,2026-07-13T11:05:11+09:00,"生成AI,LLM,Anthropic,Claude,AIエージェント"
44,d306f067086272e6aa8a,【解説】Claude Mythos が暗号アルゴリズムを解読？！ 耐量子計算機暗号 HAWK 編,https://qiita.com/satokan3/items/d306f067086272e6aa8a,satokan3,8,0,10,0,42,-2,0,,2026-07-30T19:27:31+09:00,"pqc,Hawk,格子暗号,Claude,Mythos"
45,6d20de8c7d863ec95460,国の財布は家計と何が違うのか？ ― 財源・国債・人手不足・移民政策までつながる経済のしくみ : Pythonで学ぶ マクロ経済学入門 (100),https://qiita.com/maskot1977/items/6d20de8c7d863ec95460,maskot1977,8,0,9,0,44,-1,0,,2026-07-18T00:01:16+09:00,"Python,ChatGPT,ClaudeCode,マクロ経済学,ChatGPTに聞いてみた"
46,de4d2912e11f63ad49b5,Claude Codeで「YouTube集客テクニック」を多角的に調査してみた,https://qiita.com/maskot1977/items/de4d2912e11f63ad49b5,maskot1977,8,0,9,0,45,-1,0,,2026-07-15T00:24:28+09:00,"YouTube,ClaudeCode"
47,46aa4972635793555339,スイス『民間防衛』に学ぶ、自国を守る経済とは ― 財源幻想を超えて考える日本のレジリエンス : Pythonで学ぶ マクロ経済学入門 (99),https://qiita.com/maskot1977/items/46aa4972635793555339,maskot1977,8,0,7,0,48,1,0,,2026-07-16T00:26:26+09:00,"Python,ChatGPT,マクロ経済学,NotebookLM,ClaudeCode"
48,889db458e66c3ea7b343,Search ConsoleとGA4をターミナルから操作するCLI「gsc-ga4-cli」を作りました（Python / Node.js・Claude Codeスキル同梱）,https://qiita.com/nogataka/items/889db458e66c3ea7b343,nogataka,8,0,5,0,49,1,0,,2026-07-16T13:42:56+09:00,"GoogleAnalytics,CLI,SEO,SearchConsole,ClaudeCode"
49,85846a527098bf46b7cb,Claude Codeを使った設計・仕様検討の壁打ちで意識していること,https://qiita.com/mc_torigoshi/items/85846a527098bf46b7cb,mc_torigoshi,8,0,3,0,50,1,0,,2026-07-31T10:52:08+09:00,ClaudeCode
50,198f98dbbdce80c1790e,システム設計視点の行動経済学 全10回 総復習,https://qiita.com/maskot1977/items/198f98dbbdce80c1790e,maskot1977,7,0,9,0,51,1,0,,2026-08-07T01:03:23+09:00,"システム設計,行動経済学,ClaudeCode,ChatGPT,Gemini"
51,3d88827240464fb6320e,システムプロンプト8割削減でも無問題 —Claude 5世代のコンテキストエンジニアリング新ルール,https://qiita.com/ryoji9702/items/3d88827240464fb6320e,ryoji9702,7,0,8,0,52,1,0,,2026-07-26T15:15:09+09:00,"ClaudeCode,Anthropic,コンテキストエンジニアリング"
52,352abc9e678f13fa83e0,AIエージェントが毎回同じミスをするのは、AGENTS.md / CLAUDE.md の書き方が9割かもしれません — 手戻りを減らす指示ファイル設計の実践ガイド（30行ルール・import・monorepo）,https://qiita.com/akira_papa_AI/items/352abc9e678f13fa83e0,akira_papa_AI,7,0,8,0,53,1,0,,2026-07-19T22:28:12+09:00,"AI,生成AI,ClaudeCode,AIエージェント,cursor"
53,d69bded25bb92c6b7e8b,既存コードに機能を足すとき、AIに「全部書き直し」をさせないための頼み方,https://qiita.com/ennagara128/items/d69bded25bb92c6b7e8b,ennagara128,7,0,8,0,54,1,1,,2026-07-17T21:48:09+09:00,"AI,ClaudeCode,初心者,プログラミング学習,個人開発"
54,bb0fbab5cd55f37da4c9,【Claude Code】CLAUDE.mdを『チームで運用』するための設計パターン5選 — 個人用との決定的な違い,https://qiita.com/hikariclaude01/items/bb0fbab5cd55f37da4c9,hikariclaude01,7,0,4,0,55,1,0,,2026-08-04T00:01:49+09:00,"ClaudeCode,Claude,チーム開発,AI,プロンプトエンジニアリング"
55,5b147f45630b1753cdc3,OCI Cloud MCP Serverを使ってテナンシ管理業務を省力化してみる - その1 導入編,https://qiita.com/mmarukaw/items/5b147f45630b1753cdc3,mmarukaw,6,0,21,0,56,1,1,,2026-07-13T14:11:25+09:00,"oracle,Cloud,インフラ,oci,MCP"
56,bfc2701ff74d89ec9dd2,Claude CodeからAgentCore GatewayにEntra ID × CognitoでSSO接続するついでに認証認可の勉強をする,https://qiita.com/har1101/items/bfc2701ff74d89ec9dd2,har1101,6,0,13,0,57,1,0,,2026-07-13T02:22:06+09:00,"AWS,cognito,MCP,ClaudeCode,AgentCore"
57,d8530ccb4a93f4ac76d1,【解説】Claude Mythos が暗号アルゴリズムを解読？！ 共通鍵暗号 AES 編,https://qiita.com/satokan3/items/d8530ccb4a93f4ac76d1,satokan3,6,0,6,0,58,1,0,,2026-07-30T19:32:45+09:00,"暗号,aes,暗号解読,Claude,Mythos"
